Depth [L],t = 0.025694444,t = 0.060416667,t = 0.097222222,t = 0.129166667,t = 0.157638889
85.5,1.1291353395798656,1.1290029806809303,1.1290000521996695,1.129000001568416,1.1290000000669607
86.0,1.1289549815972957,1.1289990085273882,1.1289999826366721,1.128999999478293,1.1289999999777265
86.5,1.1289459052293795,1.1289988086319884,1.1289999791359702,1.1289999993731095,1.128999999973236
87.0,1.1289563304179013,1.1289990382333779,1.1289999831569024,1.1289999994939244,1.1289999999783937
87.5,1.1288042248292536,1.1289956883027188,1.1289999244906879,1.1289999977312108,1.1289999999031382
88.0,1.1287692338125883,1.128994917670386,1.128999910994861,1.128999997325709,1.1289999998858258
88.5,1.128717419604472,1.128993776528837,1.1289998910104309,1.1289999967252475,1.1289999998601903
89.0,1.128637085547078,1.1289920072741666,1.1289998600260656,1.128999995794276,1.1289999998204443
89.5,1.128627702781869,1.1289918006307744,1.1289998564071888,1.1289999956855417,1.128999999815802
90.0,1.1286309273079336,1.1289918716468317,1.1289998576508695,1.1289999957229098,1.1289999998173972
90.5,1.1286567861733676,1.1289924411552021,1.1289998676244788,1.1289999960225816,1.1289999998301914
91.0,1.128652141977192,1.1289923388727345,1.1289998658332405,1.128999995968761,1.1289999998278932
91.5,1.1286330614838689,1.128991918649318,1.1289998584740082,1.1289999957476422,1.128999999818453
92.0,1.1286124518220213,1.1289914647479287,1.128999850524985,1.128999995508802,1.1289999998082563
92.5,1.128633265617286,1.1289919231450978,1.1289998585527414,1.1289999957500079,1.1289999998185543
93.0,1.1286715008961716,1.1289927652281175,1.1289998732998594,1.128999996193107,1.1289999998374716
93.5,1.1286715008878385,1.1289927652171778,1.128999873288801,1.1289999961820456,1.12899999982641
94.0,1.123469153827952,1.1234691539110815,1.1234691540005326,1.1234691540781936,1.1234691541474136
