name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
IN_INST:0_USECOL:1_DIRECT_IDX0:18.75,-0.30103,4,-8.30103,7.69897,-0.30103,3.99999,-8.301,7.69894
OUT_INST:0_USECOL:2_DIRECT_IDX0:18.75,-0.30103,4,-8.30103,7.69897,-0.30103,4,-8.30103,7.69897
IN_INST:0_USECOL:1_DIRECT_IDX0:21.25,-0.30103,4,-8.30103,7.69897,-0.30103,1.27005,-2.84113,2.23907
OUT_INST:0_USECOL:2_DIRECT_IDX0:21.25,-0.30103,4,-8.30103,7.69897,-0.30103,4,-8.30103,7.69897
IN_INST:0_USECOL:1_DIRECT_IDX0:23.75,-0.30103,4,-8.30103,7.69897,-0.30103,1.25384,-2.80872,2.20666
OUT_INST:0_USECOL:2_DIRECT_IDX0:23.75,-0.30103,4,-8.30103,7.69897,-0.30103,4,-8.30103,7.69897
IN_INST:0_USECOL:1_DIRECT_IDX0:26.25,-0.30103,4,-8.30103,7.69897,-0.30103,1.23442,-2.76987,2.16781
OUT_INST:0_USECOL:2_DIRECT_IDX0:26.25,-0.30103,4,-8.30103,7.69897,-0.30103,4,-8.30103,7.69897
IN_INST:0_USECOL:1_DIRECT_IDX0:28.75,-0.30103,4,-8.30103,7.69897,-0.30103,1.2157,-2.73243,2.13037
OUT_INST:0_USECOL:2_DIRECT_IDX0:28.75,-0.30103,4,-8.30103,7.69897,-0.30103,4,-8.30103,7.69897
IN_INST:0_USECOL:1_DIRECT_IDX0:31.25,-0.30103,4,-8.30103,7.69897,-0.30103,1.1882,-2.67743,2.07537
OUT_INST:0_USECOL:2_DIRECT_IDX0:31.25,-0.30103,4,-8.30103,7.69897,-0.30103,4,-8.30103,7.69897
IN_INST:0_USECOL:1_DIRECT_IDX0:33.75,-0.30103,4,-8.30103,7.69897,-0.30103,1.1581,-2.61723,2.01517
OUT_INST:0_USECOL:2_DIRECT_IDX0:33.75,-0.30103,4,-8.30103,7.69897,-0.30103,4,-8.30103,7.69897
IN_INST:0_USECOL:1_DIRECT_IDX0:36.25,-0.30103,4,-8.30103,7.69897,-0.30103,1.30862,-2.91826,2.3162
OUT_INST:0_USECOL:2_DIRECT_IDX0:36.25,-0.30103,4,-8.30103,7.69897,-0.30103,4,-8.30103,7.69897
IN_INST:0_USECOL:1_DIRECT_IDX0:38.75,-0.30103,4,-8.30103,7.69897,-0.30103,1.30843,-2.91789,2.31583
OUT_INST:0_USECOL:2_DIRECT_IDX0:38.75,-0.30103,4,-8.30103,7.69897,-0.30103,4,-8.30103,7.69897
IN_INST:0_USECOL:1_DIRECT_IDX0:41.25,-0.30103,4,-8.30103,7.69897,-0.30103,1.3075,-2.91603,2.31397
OUT_INST:0_USECOL:2_DIRECT_IDX0:41.25,-0.30103,4,-8.30103,7.69897,-0.30103,4,-8.30103,7.69897
IN_INST:0_USECOL:1_DIRECT_IDX0:43.75,-0.30103,4,-8.30103,7.69897,-0.30103,1.30734,-2.91572,2.31366
OUT_INST:0_USECOL:2_DIRECT_IDX0:43.75,-0.30103,4,-8.30103,7.69897,-0.30103,4,-8.30103,7.69897
IN_INST:0_USECOL:1_DIRECT_IDX0:46.25,-0.30103,4,-8.30103,7.69897,-0.30103,1.30716,-2.91534,2.31328
OUT_INST:0_USECOL:2_DIRECT_IDX0:46.25,-0.30103,4,-8.30103,7.69897,-0.30103,4,-8.30103,7.69897
IN_INST:0_USECOL:1_DIRECT_IDX0:48.75,-0.30103,4,-8.30103,7.69897,-0.30103,1.30691,-2.91485,2.31279
OUT_INST:0_USECOL:2_DIRECT_IDX0:48.75,-0.30103,4,-8.30103,7.69897,-0.30103,4,-8.30103,7.69897
IN_INST:0_USECOL:1_DIRECT_IDX0:51.25,-0.30103,4,-8.30103,7.69897,-0.30103,1.30652,-2.91407,2.31201
OUT_INST:0_USECOL:2_DIRECT_IDX0:51.25,-0.30103,4,-8.30103,7.69897,-0.30103,4,-8.30103,7.69897
IN_INST:0_USECOL:1_DIRECT_IDX0:53.75,-0.30103,4,-8.30103,7.69897,-0.30103,1.1704,-2.64183,2.03977
OUT_INST:0_USECOL:2_DIRECT_IDX0:53.75,-0.30103,4,-8.30103,7.69897,-0.30103,4,-8.30103,7.69897
IN_INST:0_USECOL:1_DIRECT_IDX0:56.25,-0.30103,4,-8.30103,7.69897,-0.30103,1.03272,-2.36647,1.76441
OUT_INST:0_USECOL:2_DIRECT_IDX0:56.25,-0.30103,4,-8.30103,7.69897,-0.30103,4,-8.30103,7.69897
IN_INST:0_USECOL:1_DIRECT_IDX0:58.75,-0.30103,4,-8.30103,7.69897,-0.30103,0.985403,-2.27184,1.66978
OUT_INST:0_USECOL:2_DIRECT_IDX0:58.75,-0.30103,4,-8.30103,7.69897,-0.30103,4,-8.30103,7.69897
IN_INST:0_USECOL:1_DIRECT_IDX0:61.25,-0.30103,4,-8.30103,7.69897,-0.30103,0.978665,-2.25836,1.6563
OUT_INST:0_USECOL:2_DIRECT_IDX0:61.25,-0.30103,4,-8.30103,7.69897,-0.30103,4,-8.30103,7.69897
IN_INST:0_USECOL:1_DIRECT_IDX0:63.75,-0.30103,4,-8.30103,7.69897,-0.30103,0.978665,-2.25836,1.6563
OUT_INST:0_USECOL:2_DIRECT_IDX0:63.75,-0.30103,4,-8.30103,7.69897,-0.30103,4,-8.30103,7.69897
