iteration,_is_super,_lambda,_scale_factor,in_inst:0_usecol:1_direct_idx0:18.75,out_inst:0_usecol:2_direct_idx0:18.75,in_inst:0_usecol:1_direct_idx0:21.25,out_inst:0_usecol:2_direct_idx0:21.25,in_inst:0_usecol:1_direct_idx0:23.75,out_inst:0_usecol:2_direct_idx0:23.75,in_inst:0_usecol:1_direct_idx0:26.25,out_inst:0_usecol:2_direct_idx0:26.25,in_inst:0_usecol:1_direct_idx0:28.75,out_inst:0_usecol:2_direct_idx0:28.75,in_inst:0_usecol:1_direct_idx0:31.25,out_inst:0_usecol:2_direct_idx0:31.25,in_inst:0_usecol:1_direct_idx0:33.75,out_inst:0_usecol:2_direct_idx0:33.75,in_inst:0_usecol:1_direct_idx0:36.25,out_inst:0_usecol:2_direct_idx0:36.25,in_inst:0_usecol:1_direct_idx0:38.75,out_inst:0_usecol:2_direct_idx0:38.75,in_inst:0_usecol:1_direct_idx0:41.25,out_inst:0_usecol:2_direct_idx0:41.25,in_inst:0_usecol:1_direct_idx0:43.75,out_inst:0_usecol:2_direct_idx0:43.75,in_inst:0_usecol:1_direct_idx0:46.25,out_inst:0_usecol:2_direct_idx0:46.25,in_inst:0_usecol:1_direct_idx0:48.75,out_inst:0_usecol:2_direct_idx0:48.75,in_inst:0_usecol:1_direct_idx0:51.25,out_inst:0_usecol:2_direct_idx0:51.25,in_inst:0_usecol:1_direct_idx0:53.75,out_inst:0_usecol:2_direct_idx0:53.75,in_inst:0_usecol:1_direct_idx0:56.25,out_inst:0_usecol:2_direct_idx0:56.25,in_inst:0_usecol:1_direct_idx0:58.75,out_inst:0_usecol:2_direct_idx0:58.75,in_inst:0_usecol:1_direct_idx0:61.25,out_inst:0_usecol:2_direct_idx0:61.25,in_inst:0_usecol:1_direct_idx0:63.75,out_inst:0_usecol:2_direct_idx0:63.75,in_inst:0_usecol:1_direct_idx0:66.25,out_inst:0_usecol:2_direct_idx0:66.25,in_inst:0_usecol:1_direct_idx0:68.75,out_inst:0_usecol:2_direct_idx0:68.75,in_inst:0_usecol:1_direct_idx0:71.25,out_inst:0_usecol:2_direct_idx0:71.25,tot_inst:0_usecol:1_direct,p_inst:0_usecol:1_direct_idx0:boreholedepth,p_inst:0_usecol:1_direct_idx0:spatialdiscretizationofgrid,p_inst:0_usecol:1_direct_idx0:constantboreholecross-sectionalarea,p_inst:0_usecol:1_direct_idx0:dispersivity,p_inst:0_usecol:1_direct_idx0:diffusioncoefficient,p_inst:0_usecol:1_direct_idx0:tracerconcentrationofwaterinflow,p_inst:0_usecol:1_direct_idx0:watertemperature,p_inst:0_usecol:1_direct_idx0:alphamin,p_inst:0_usecol:1_direct_idx0:alphamax,p_inst:0_usecol:1_direct_idx0:flowmin,p_inst:0_usecol:1_direct_idx0:flowmax
3,0,0.1,1,0.296209,0.130096,1.65303,0.0670983,1.59682,0.0471067,1.26886,0.0479689,0.834212,0.0703079,0.474617,0.150824,1.13073,0.426006,107.809,0.962733,8.39054,2.36451,2.40193,8.20848,2.31852,28.1291,3.19345,48.9962,3.74454,35.1688,2.69181,16.5063,0.540161,2.06872,0.185761,0.667537,0.174927,0.157244,0.0825786,0.0785899,0.0514498,0.0566077,0.0473569,0.0517474,0.0590567,0.0583496,0.107175,0.0862347,3.80893,,,,0.24429,1e-09,,,,,,
3,0,0.1,0.75,0.345222,0.163892,1.64968,0.106916,1.50253,0.084005,1.20921,0.0851924,0.857284,0.111194,0.574203,0.18766,1.01154,0.384496,64.5257,1.14925,7.97244,2.78156,2.82445,7.53528,2.73159,19.0262,3.52762,28.0505,3.79674,20.5889,2.22396,9.99594,0.442042,1.45105,0.176426,0.494237,0.166038,0.150345,0.0927943,0.0836389,0.0631107,0.0623757,0.0579339,0.0564126,0.0690172,0.0626402,0.137151,0.0956099,3.30341,71.25,2.5,0.0314159,0.53468,1e-09,0,28.5,0.2,1.5,0,2
3,0,1,1,0.535073,0.216094,1.91959,0.202381,1.71639,0.197364,1.32066,0.202306,0.814436,0.223859,0.412369,0.301436,0.75637,0.55702,101.956,1.49183,8.60894,3.34798,2.85235,7.12952,2.88901,13.527,4.0131,17.4991,4.58322,14.4739,2.309,7.70337,0.412994,0.810501,0.181667,0.233807,0.187856,0.082824,0.0953955,0.0603989,0.0621962,0.0542012,0.0564813,0.0548339,0.0670833,0.0677534,0.144277,0.125614,3.71431,,,,0.863393,1e-09,,,,,,
3,0,1,0.75,0.537909,0.239796,1.84542,0.244702,1.58614,0.246005,1.24604,0.250719,0.841997,0.265038,0.51674,0.315439,0.748199,0.470146,61.8801,1.59615,8.12757,3.61052,3.21304,6.7795,3.22158,10.9871,4.18694,12.9593,4.41814,10.5792,1.98227,5.64414,0.361433,0.718572,0.173502,0.225021,0.17516,0.0929556,0.103399,0.0686523,0.0727593,0.0603761,0.0661186,0.0589177,0.0759392,0.0700686,0.171405,0.126771,3.24167,71.25,2.5,0.0314159,1.37823,1e-09,0,28.5,0.2,1.5,0,2
3,0,10,1,0.534327,0.321138,1.67486,0.414239,1.36808,0.458877,1.05065,0.459633,0.782871,0.425164,0.601819,0.371468,0.630453,0.36472,61.6252,1.89011,8.21494,4.64493,3.90047,6.71006,3.78252,7.56408,4.49711,7.16677,4.37613,5.92735,1.47596,3.4628,0.270457,0.460574,0.160908,0.147624,0.172307,0.0906311,0.11993,0.0760329,0.0906417,0.0664408,0.0795049,0.0606646,0.0851101,0.0667172,0.212044,0.128996,3.46238,,,,2.02559,1e-09,,,,,,
3,0,10,0.75,0.537347,0.32276,1.66599,0.418744,1.33803,0.463197,1.04962,0.46397,0.817401,0.428789,0.686131,0.368944,0.652688,0.342215,42.4191,1.90612,7.84697,4.61548,4.06304,6.47809,3.94315,7.1048,4.56023,6.63455,4.26756,5.41577,1.4171,3.09855,0.263114,0.470305,0.158409,0.159385,0.16417,0.0994526,0.122763,0.0815896,0.0965076,0.0703372,0.0854458,0.0635566,0.0907802,0.0692633,0.228795,0.129323,3.07533,71.25,2.5,0.0314159,2.61263,1e-09,0,28.5,0.2,1.5,0,2
3,0,100,1,0.528477,0.335805,1.52124,0.443422,1.16903,0.489393,0.963113,0.489348,0.839673,0.449958,0.877052,0.370461,0.683285,0.296068,23.9029,1.94102,7.62386,4.51616,4.64202,5.88483,4.44439,6.02011,4.75723,5.42292,4.02862,4.30201,1.27779,2.34775,0.246224,0.470043,0.15283,0.187452,0.147093,0.123347,0.130458,0.0962072,0.112261,0.0803233,0.101081,0.0707684,0.105069,0.0752733,0.272728,0.130013,2.85603,,,,3.98811,1e-09,,,,,,
3,0,100,0.75,0.532929,0.333754,1.55002,0.44068,1.18919,0.486113,0.983325,0.486289,0.86149,0.44741,0.910074,0.368194,0.693295,0.292667,20.8487,1.94449,7.41959,4.51918,4.6296,5.87088,4.45007,5.98671,4.75666,5.38262,4.01079,4.25861,1.27186,2.31513,0.245227,0.477539,0.152406,0.190655,0.145801,0.125315,0.130759,0.0973396,0.113302,0.0810942,0.102305,0.0713409,0.106319,0.0758238,0.276327,0.130086,2.66185,71.25,2.5,0.0314159,4.3425,1e-09,0,28.5,0.2,1.5,0,2
3,0,1000,1,0.543588,0.328889,1.61998,0.434099,1.23744,0.478204,1.03305,0.478902,0.916949,0.441257,0.997865,0.362636,0.718792,0.284144,15.1334,1.94544,6.99611,4.48391,4.6258,5.76498,4.48743,5.83106,4.77826,5.225,3.98054,4.11779,1.25806,2.22838,0.242655,0.498595,0.151057,0.201252,0.141726,0.131678,0.130813,0.100997,0.11544,0.0835804,0.105021,0.0731944,0.109052,0.077659,0.282,0.13139,2.3598,,,,5.38309,1e-09,,,,,,
3,0,1000,0.75,0.544317,0.328585,1.62488,0.433713,1.241,0.477753,1.0364,0.478482,0.920293,0.440905,1.00256,0.362345,0.720143,0.283781,14.7978,1.94782,6.95651,4.49496,4.61747,5.78097,4.48235,5.84515,4.77242,5.23461,3.97483,4.12109,1.2571,2.22628,0.242556,0.499133,0.151079,0.201088,0.141792,0.131612,0.131027,0.100952,0.1157,0.0835482,0.105282,0.0731674,0.109328,0.0776191,0.283344,0.131119,2.30684,71.25,2.5,0.0314159,5.43799,1e-09,0,28.5,0.2,1.5,0,2
4,0,0.1,1,0.495751,0.174179,2.20407,0.167883,1.60299,0.169211,1.14782,0.179606,0.918295,0.204713,1.3315,0.264325,4.83011,0.433629,64.9584,1.00744,9.02565,2.06276,3.11748,3.77262,2.10838,7.37607,2.38061,17.4073,3.36372,28.4996,3.06355,12.1002,0.626467,0.637999,0.221643,0.199166,0.124969,0.139604,0.0612884,0.113299,0.0355032,0.100547,0.0292962,0.0986308,0.0392259,0.107858,0.146415,0.129719,3.542,,,,0.55209,1e-09,,,,,,
4,0,0.1,0.75,0.50597,0.188672,2.10835,0.184465,1.59876,0.185805,1.17162,0.195226,0.898596,0.218366,1.05093,0.276269,3.0302,0.442483,64.1747,1.13027,8.79223,2.37262,3.1411,4.36799,2.34412,8.14874,2.74151,16.1694,3.60101,22.2455,2.74763,9.99988,0.545985,0.657253,0.208481,0.205337,0.135976,0.126108,0.0698494,0.0999615,0.0424788,0.0885099,0.0359079,0.0867103,0.0462697,0.096832,0.152298,0.128976,3.4644,71.25,2.5,0.0314159,0.693965,1e-09,0,28.5,0.2,1.5,0,2
4,0,1,1,0.556923,0.196015,2.23106,0.204916,1.66535,0.210733,1.24538,0.219983,0.946986,0.242666,0.947651,0.304499,2.5339,0.494967,67.9847,1.27326,8.31367,2.61125,3.20636,4.49215,2.50627,7.66185,2.87122,14.2852,3.65437,19.8734,2.69742,9.73489,0.496907,0.567065,0.209501,0.206998,0.136294,0.12025,0.0698601,0.0859676,0.0427605,0.0725519,0.0359042,0.0722124,0.0454628,0.0878702,0.16173,0.130835,3.64561,,,,0.770695,1e-09,,,,,,
4,0,1,0.75,0.552107,0.206147,2.12768,0.214211,1.64518,0.219046,1.24554,0.227294,0.919571,0.248075,0.814337,0.307198,1.86787,0.488641,66.4043,1.34727,8.26675,2.83158,3.20803,4.97898,2.66863,8.38439,3.15518,13.9415,3.83194,16.9753,2.49748,8.49469,0.458895,0.601647,0.199855,0.211364,0.145116,0.112754,0.0770551,0.0812671,0.0488376,0.0692951,0.0418254,0.068631,0.0516843,0.0830352,0.164096,0.129807,3.54014,71.25,2.5,0.0314159,0.891235,1e-09,0,28.5,0.2,1.5,0,2
4,0,10,1,0.5471,0.228848,2.10305,0.23774,1.67234,0.239872,1.29811,0.245059,0.895018,0.261228,0.584205,0.314275,0.990215,0.485325,68.2668,1.52821,7.71763,3.39249,3.20478,6.18023,3.04931,9.92488,3.77585,12.9586,4.16328,12.3345,2.16822,6.90836,0.37581,0.598502,0.187841,0.228306,0.158085,0.100497,0.0903291,0.0713117,0.0622399,0.0616448,0.0553054,0.0604739,0.0636383,0.0733764,0.172101,0.128681,3.80671,,,,1.18309,1e-09,,,,,,
4,0,10,0.75,0.544788,0.231537,2.03545,0.239462,1.65036,0.241391,1.28489,0.246462,0.881457,0.262175,0.566555,0.314565,0.923212,0.481485,66.6108,1.54492,7.81814,3.44573,3.20684,6.32489,3.0915,10.1804,3.87468,12.9587,4.22559,11.8701,2.12015,6.56796,0.372163,0.626493,0.184149,0.22748,0.162191,0.0985562,0.0934329,0.0706374,0.0647178,0.0613251,0.0578305,0.060081,0.0665128,0.0725351,0.171927,0.128201,3.65683,71.25,2.5,0.0314159,1.22912,1e-09,0,28.5,0.2,1.5,0,2
4,0,100,1,0.536482,0.239165,1.91887,0.243926,1.60985,0.24531,1.25726,0.250103,0.848949,0.26468,0.522881,0.315365,0.77025,0.47235,63.7478,1.58647,8.00652,3.57934,3.20261,6.69093,3.19027,10.8231,4.11359,12.9283,4.36023,10.7666,2.00098,5.81877,0.361853,0.694797,0.175957,0.226781,0.17207,0.0939717,0.101383,0.0689838,0.0712929,0.0605418,0.0646223,0.0591098,0.0740604,0.0704946,0.171432,0.127214,3.8027,,,,1.33223,1e-09,,,,,,
4,0,100,0.75,0.536839,0.239323,1.90024,0.24412,1.60389,0.245484,1.25444,0.250257,0.847206,0.264769,0.521339,0.315384,0.764677,0.471798,63.2757,1.58888,8.03661,3.58711,3.20521,6.71296,3.19807,10.8639,4.1318,12.936,4.37464,10.7195,1.99629,5.77461,0.361748,0.700666,0.17534,0.22634,0.172837,0.0937166,0.101883,0.0689008,0.0716567,0.0605003,0.0649932,0.0590617,0.0745257,0.0703878,0.171425,0.127103,3.65394,71.25,2.5,0.0314159,1.34359,1e-09,0,28.5,0.2,1.5,0,2
4,0,1000,1,0.53735,0.239827,1.86335,0.244548,1.59537,0.24587,1.25084,0.25061,0.843991,0.264979,0.517632,0.315432,0.750455,0.470379,61.8444,1.59402,8.10101,3.60286,3.20854,6.75715,3.21438,10.9422,4.17254,12.9277,4.40484,10.5872,1.98287,5.66705,0.361477,0.717798,0.173775,0.225647,0.174787,0.0931425,0.103157,0.0687333,0.0725865,0.0604302,0.0659445,0.0589727,0.075716,0.0701622,0.171215,0.126982,3.51727,,,,1.37488,1e-09,,,,,,
4,0,1000,0.75,0.537489,0.239819,1.85885,0.244586,1.59306,0.245903,1.24964,0.250638,0.843492,0.264993,0.517409,0.315434,0.74989,0.470321,61.8533,1.59455,8.10764,3.60477,3.20966,6.76273,3.21618,10.9535,4.17614,12.9356,4.40816,10.5852,1.98272,5.66131,0.361466,0.717991,0.173707,0.22549,0.17488,0.0930957,0.103217,0.068713,0.0726297,0.0604167,0.065988,0.058959,0.0757717,0.0701388,0.171263,0.126929,3.44624,71.25,2.5,0.0314159,1.37572,1e-09,0,28.5,0.2,1.5,0,2
