Depth [L],t = 0.02,t = 0.2,t = 0.5,t = 1.0,t = 1.5,t = 2.0,t = 3.0,t = 6.0
18.75,497.4873248850874,475.56089578145793,441.5579980145904,390.989935880554,346.8219572828409,307.99246081772185,243.34979088994655,120.59903023617078
21.25,490.005630591472,408.7693718575451,303.0793879359224,186.82945771759407,118.67283296124958,78.64807548966242,40.40984014173102,13.621679551252978
23.75,492.494189769597,427.9730440170323,333.8219377876055,214.72249844843756,135.96668968031355,86.39028673780827,37.72943848638663,8.913031451623324
26.25,494.3664191055272,444.1399816801998,364.3455674879724,250.16699274091025,164.70635119053927,105.90920816063678,43.913421576376436,7.649884318184804
28.75,495.7108773062179,456.8316937019567,391.62755441338516,287.9930298991899,200.1556480662434,133.2923834628331,55.63650444484239,7.503832056307029
31.25,495.7565845070332,459.5925240696105,403.1158590345403,313.42546712627154,230.8837409770722,161.40631251877906,70.58552670464871,7.743112991873983
33.75,490.281485518261,443.01723911624674,382.5672322774872,300.7610046183945,230.18643263418932,168.72689107818022,79.99928039890702,7.741869258133278
36.25,266.0984426138568,35.59238236331993,30.762911207332404,24.197906934804866,18.55619996996162,13.634235999234717,6.489584049720529,0.624326654270478
38.75,412.97989772476905,30.972604538647673,27.57768714433695,21.69869092562784,16.673808309952886,12.281816865129212,5.870012405286465,0.5613554540469291
41.25,470.8659582522495,30.397697961810582,26.7786146429405,21.070287887895464,16.22126216637372,11.978851684178672,5.749615044591688,0.546639312454839
43.75,485.9782307075209,42.564851665457056,26.15061179658131,20.674339317208503,15.957180847009816,11.815994480902937,5.697877130760728,0.538426426054903
46.25,487.291688255418,90.52286982607414,26.323195271470347,20.15385786963415,15.559847861919733,11.557202169501203,5.602545735733107,0.526219737565697
48.75,484.1987422099429,195.83939312945867,19.492350206020514,19.024393065114435,14.889582969525948,11.111743057408619,5.4356684647464855,0.5040329822608863
51.25,487.73741423960524,343.32800850375463,71.95892222573129,14.265808803005466,9.898465360856827,7.507911443384513,3.722521249036317,0.3648201478163691
53.75,497.71960044688166,473.982983549513,414.8686298006244,312.09309589595193,231.4905137902842,170.19062591537065,88.796546487741,5.5606459920291655
56.25,499.04989376494353,490.28812317019106,474.25484611248777,442.25176938025834,405.6794303799199,367.1618665511224,291.23371771550524,120.45369603612107
58.75,499.3829060152763,493.8053610283068,484.38697855694977,468.12007174265636,450.8318574287632,432.38068568733473,392.2724894941713,262.14615523811045
61.25,499.68347695351304,496.8039167208914,491.8817933691972,483.33284478523564,474.32819438582436,464.8278506631179,444.19069648038635,369.03259584715664
63.75,499.80636528479175,498.0539991697568,495.0932182328236,490.0387323178485,484.82062200471495,479.4220556848609,468.01040987443787,427.5898627880476
66.25,499.83750761633496,498.37553959393654,495.9401376098019,491.8809143041093,487.815263991771,483.73578602087844,475.5038762493289,449.592676709477
68.75,499.7943294630767,497.9512412555833,494.91069377213637,489.92715351925716,485.0440458696291,480.25609922210356,470.9448242243526,444.754871581388
71.25,499.2686609496504,492.743252282021,482.09080719082465,464.93907152129646,448.5117595995214,432.77727133584943,403.26715196876495,328.47590875783857
