name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
IN_INST:0_USECOL:1_DIRECT_IDX0:30,-0.30103,4,-8.30103,7.69897,-0.30103,3.17316,-6.64735,6.04529
OUT_INST:0_USECOL:2_DIRECT_IDX0:30,-0.30103,4,-8.30103,7.69897,-0.30103,3.93928,-8.17959,7.57753
IN_INST:0_USECOL:1_DIRECT_IDX0:31,-0.30103,4,-8.30103,7.69897,-0.30103,3.27875,-6.85854,6.25648
OUT_INST:0_USECOL:2_DIRECT_IDX0:31,-0.30103,4,-8.30103,7.69897,-0.30103,3.93962,-8.18028,7.57822
IN_INST:0_USECOL:1_DIRECT_IDX0:32,-0.30103,4,-8.30103,7.69897,-0.30103,3.43282,-7.16667,6.56461
OUT_INST:0_USECOL:2_DIRECT_IDX0:32,-0.30103,4,-8.30103,7.69897,-0.30103,3.96191,-8.22485,7.62279
IN_INST:0_USECOL:1_DIRECT_IDX0:33,-0.30103,4,-8.30103,7.69897,-0.30103,3.47336,-7.24775,6.64569
OUT_INST:0_USECOL:2_DIRECT_IDX0:33,-0.30103,4,-8.30103,7.69897,-0.30103,3.95458,-8.21019,7.60813
IN_INST:0_USECOL:1_DIRECT_IDX0:34,-0.30103,4,-8.30103,7.69897,-0.30103,3.4899,-7.28084,6.67878
OUT_INST:0_USECOL:2_DIRECT_IDX0:34,-0.30103,4,-8.30103,7.69897,-0.30103,3.95618,-8.21339,7.61133
IN_INST:0_USECOL:1_DIRECT_IDX0:35,-0.30103,4,-8.30103,7.69897,-0.30103,3.49883,-7.29869,6.69663
OUT_INST:0_USECOL:2_DIRECT_IDX0:35,-0.30103,4,-8.30103,7.69897,-0.30103,3.96311,-8.22724,7.62518
IN_INST:0_USECOL:1_DIRECT_IDX0:36,-0.30103,4,-8.30103,7.69897,-0.30103,3.52039,-7.34181,6.73975
OUT_INST:0_USECOL:2_DIRECT_IDX0:36,-0.30103,4,-8.30103,7.69897,-0.30103,3.96715,-8.23534,7.63328
IN_INST:0_USECOL:1_DIRECT_IDX0:37,-0.30103,4,-8.30103,7.69897,-0.30103,3.55092,-7.40287,6.80081
OUT_INST:0_USECOL:2_DIRECT_IDX0:37,-0.30103,4,-8.30103,7.69897,-0.30103,3.96941,-8.23985,7.63779
IN_INST:0_USECOL:1_DIRECT_IDX0:38,-0.30103,4,-8.30103,7.69897,-0.30103,3.57941,-7.45986,6.8578
OUT_INST:0_USECOL:2_DIRECT_IDX0:38,-0.30103,4,-8.30103,7.69897,-0.30103,3.97069,-8.24241,7.64035
IN_INST:0_USECOL:1_DIRECT_IDX0:39,-0.30103,4,-8.30103,7.69897,-0.30103,3.60115,-7.50333,6.90127
OUT_INST:0_USECOL:2_DIRECT_IDX0:39,-0.30103,4,-8.30103,7.69897,-0.30103,3.9718,-8.24462,7.64256
IN_INST:0_USECOL:1_DIRECT_IDX0:40,-0.30103,4,-8.30103,7.69897,-0.30103,3.61773,-7.5365,6.93444
OUT_INST:0_USECOL:2_DIRECT_IDX0:40,-0.30103,4,-8.30103,7.69897,-0.30103,3.97267,-8.24637,7.64431
IN_INST:0_USECOL:1_DIRECT_IDX0:41,-0.30103,4,-8.30103,7.69897,-0.30103,3.63166,-7.56435,6.96229
OUT_INST:0_USECOL:2_DIRECT_IDX0:41,-0.30103,4,-8.30103,7.69897,-0.30103,3.97317,-8.24736,7.6453
IN_INST:0_USECOL:1_DIRECT_IDX0:42,-0.30103,4,-8.30103,7.69897,-0.30103,3.64403,-7.58909,6.98703
OUT_INST:0_USECOL:2_DIRECT_IDX0:42,-0.30103,4,-8.30103,7.69897,-0.30103,3.97353,-8.24809,7.64603
IN_INST:0_USECOL:1_DIRECT_IDX0:43,-0.30103,4,-8.30103,7.69897,-0.30103,3.65505,-7.61113,7.00907
OUT_INST:0_USECOL:2_DIRECT_IDX0:43,-0.30103,4,-8.30103,7.69897,-0.30103,3.9738,-8.24863,7.64657
IN_INST:0_USECOL:1_DIRECT_IDX0:44,-0.30103,4,-8.30103,7.69897,-0.30103,3.6649,-7.63082,7.02876
OUT_INST:0_USECOL:2_DIRECT_IDX0:44,-0.30103,4,-8.30103,7.69897,-0.30103,3.9742,-8.24942,7.64736
IN_INST:0_USECOL:1_DIRECT_IDX0:45,-0.30103,4,-8.30103,7.69897,-0.30103,3.67382,-7.64868,7.04662
OUT_INST:0_USECOL:2_DIRECT_IDX0:45,-0.30103,4,-8.30103,7.69897,-0.30103,3.97452,-8.25007,7.64801
IN_INST:0_USECOL:1_DIRECT_IDX0:46,-0.30103,4,-8.30103,7.69897,-0.30103,3.68177,-7.66457,7.06251
OUT_INST:0_USECOL:2_DIRECT_IDX0:46,-0.30103,4,-8.30103,7.69897,-0.30103,3.97468,-8.2504,7.64834
IN_INST:0_USECOL:1_DIRECT_IDX0:47,-0.30103,4,-8.30103,7.69897,-0.30103,3.68867,-7.67837,7.07631
OUT_INST:0_USECOL:2_DIRECT_IDX0:47,-0.30103,4,-8.30103,7.69897,-0.30103,3.97473,-8.25049,7.64843
IN_INST:0_USECOL:1_DIRECT_IDX0:48,-0.30103,4,-8.30103,7.69897,-0.30103,3.69463,-7.69028,7.08822
OUT_INST:0_USECOL:2_DIRECT_IDX0:48,-0.30103,4,-8.30103,7.69897,-0.30103,3.97472,-8.25048,7.64842
IN_INST:0_USECOL:1_DIRECT_IDX0:49,-0.30103,4,-8.30103,7.69897,-0.30103,3.69986,-7.70074,7.09868
OUT_INST:0_USECOL:2_DIRECT_IDX0:49,-0.30103,4,-8.30103,7.69897,-0.30103,3.97474,-8.25051,7.64845
IN_INST:0_USECOL:1_DIRECT_IDX0:50,-0.30103,4,-8.30103,7.69897,-0.30103,3.70445,-7.70992,7.10786
OUT_INST:0_USECOL:2_DIRECT_IDX0:50,-0.30103,4,-8.30103,7.69897,-0.30103,3.97477,-8.25058,7.64852
IN_INST:0_USECOL:1_DIRECT_IDX0:51,-0.30103,4,-8.30103,7.69897,-0.30103,3.70827,-7.71758,7.11552
OUT_INST:0_USECOL:2_DIRECT_IDX0:51,-0.30103,4,-8.30103,7.69897,-0.30103,3.9748,-8.25064,7.64858
IN_INST:0_USECOL:1_DIRECT_IDX0:52,-0.30103,4,-8.30103,7.69897,-0.30103,3.71132,-7.72368,7.12162
OUT_INST:0_USECOL:2_DIRECT_IDX0:52,-0.30103,4,-8.30103,7.69897,-0.30103,3.9749,-8.25082,7.64876
IN_INST:0_USECOL:1_DIRECT_IDX0:53,-0.30103,4,-8.30103,7.69897,-0.30103,3.71378,-7.72859,7.12653
OUT_INST:0_USECOL:2_DIRECT_IDX0:53,-0.30103,4,-8.30103,7.69897,-0.30103,3.97502,-8.25107,7.64901
IN_INST:0_USECOL:1_DIRECT_IDX0:54,-0.30103,4,-8.30103,7.69897,-0.30103,3.71572,-7.73248,7.13042
OUT_INST:0_USECOL:2_DIRECT_IDX0:54,-0.30103,4,-8.30103,7.69897,-0.30103,3.97506,-8.25114,7.64908
IN_INST:0_USECOL:1_DIRECT_IDX0:55,-0.30103,4,-8.30103,7.69897,-0.30103,3.7171,-7.73522,7.13316
OUT_INST:0_USECOL:2_DIRECT_IDX0:55,-0.30103,4,-8.30103,7.69897,-0.30103,3.97501,-8.25106,7.649
IN_INST:0_USECOL:1_DIRECT_IDX0:56,-0.30103,4,-8.30103,7.69897,-0.30103,3.71786,-7.73674,7.13468
OUT_INST:0_USECOL:2_DIRECT_IDX0:56,-0.30103,4,-8.30103,7.69897,-0.30103,3.97491,-8.25085,7.64879
IN_INST:0_USECOL:1_DIRECT_IDX0:57,-0.30103,4,-8.30103,7.69897,-0.30103,3.71804,-7.73712,7.13506
OUT_INST:0_USECOL:2_DIRECT_IDX0:57,-0.30103,4,-8.30103,7.69897,-0.30103,3.97479,-8.25061,7.64855
IN_INST:0_USECOL:1_DIRECT_IDX0:58,-0.30103,4,-8.30103,7.69897,-0.30103,3.71775,-7.73653,7.13447
OUT_INST:0_USECOL:2_DIRECT_IDX0:58,-0.30103,4,-8.30103,7.69897,-0.30103,3.97468,-8.25039,7.64833
IN_INST:0_USECOL:1_DIRECT_IDX0:59,-0.30103,4,-8.30103,7.69897,-0.30103,3.71696,-7.73496,7.1329
OUT_INST:0_USECOL:2_DIRECT_IDX0:59,-0.30103,4,-8.30103,7.69897,-0.30103,3.97457,-8.25017,7.64811
IN_INST:0_USECOL:1_DIRECT_IDX0:60,-0.30103,4,-8.30103,7.69897,-0.30103,3.71554,-7.73212,7.13006
OUT_INST:0_USECOL:2_DIRECT_IDX0:60,-0.30103,4,-8.30103,7.69897,-0.30103,3.97447,-8.24997,7.64791
IN_INST:0_USECOL:1_DIRECT_IDX0:61,-0.30103,4,-8.30103,7.69897,-0.30103,3.71341,-7.72785,7.12579
OUT_INST:0_USECOL:2_DIRECT_IDX0:61,-0.30103,4,-8.30103,7.69897,-0.30103,3.97427,-8.24958,7.64752
IN_INST:0_USECOL:1_DIRECT_IDX0:62,-0.30103,4,-8.30103,7.69897,-0.30103,3.71064,-7.72232,7.12026
OUT_INST:0_USECOL:2_DIRECT_IDX0:62,-0.30103,4,-8.30103,7.69897,-0.30103,3.97389,-8.24882,7.64676
IN_INST:0_USECOL:1_DIRECT_IDX0:63,-0.30103,4,-8.30103,7.69897,-0.30103,3.7072,-7.71543,7.11337
OUT_INST:0_USECOL:2_DIRECT_IDX0:63,-0.30103,4,-8.30103,7.69897,-0.30103,3.97354,-8.24811,7.64605
IN_INST:0_USECOL:1_DIRECT_IDX0:64,-0.30103,4,-8.30103,7.69897,-0.30103,3.70295,-7.70693,7.10487
OUT_INST:0_USECOL:2_DIRECT_IDX0:64,-0.30103,4,-8.30103,7.69897,-0.30103,3.97322,-8.24746,7.6454
IN_INST:0_USECOL:1_DIRECT_IDX0:65,-0.30103,4,-8.30103,7.69897,-0.30103,3.69802,-7.69707,7.09501
OUT_INST:0_USECOL:2_DIRECT_IDX0:65,-0.30103,4,-8.30103,7.69897,-0.30103,3.9727,-8.24643,7.64437
IN_INST:0_USECOL:1_DIRECT_IDX0:66,-0.30103,4,-8.30103,7.69897,-0.30103,3.69242,-7.68587,7.08381
OUT_INST:0_USECOL:2_DIRECT_IDX0:66,-0.30103,4,-8.30103,7.69897,-0.30103,3.97243,-8.24588,7.64382
IN_INST:0_USECOL:1_DIRECT_IDX0:67,-0.30103,4,-8.30103,7.69897,-0.30103,3.68609,-7.67321,7.07115
OUT_INST:0_USECOL:2_DIRECT_IDX0:67,-0.30103,4,-8.30103,7.69897,-0.30103,3.97204,-8.24512,7.64306
IN_INST:0_USECOL:1_DIRECT_IDX0:68,-0.30103,4,-8.30103,7.69897,-0.30103,3.67939,-7.65981,7.05775
OUT_INST:0_USECOL:2_DIRECT_IDX0:68,-0.30103,4,-8.30103,7.69897,-0.30103,3.97107,-8.24317,7.64111
IN_INST:0_USECOL:1_DIRECT_IDX0:69,-0.30103,4,-8.30103,7.69897,-0.30103,3.6724,-7.64583,7.04377
OUT_INST:0_USECOL:2_DIRECT_IDX0:69,-0.30103,4,-8.30103,7.69897,-0.30103,3.97001,-8.24105,7.63899
IN_INST:0_USECOL:1_DIRECT_IDX0:70,-0.30103,4,-8.30103,7.69897,-0.30103,3.66436,-7.62975,7.02769
OUT_INST:0_USECOL:2_DIRECT_IDX0:70,-0.30103,4,-8.30103,7.69897,-0.30103,3.96927,-8.23956,7.6375
IN_INST:0_USECOL:1_DIRECT_IDX0:71,-0.30103,4,-8.30103,7.69897,-0.30103,3.65438,-7.60978,7.00772
OUT_INST:0_USECOL:2_DIRECT_IDX0:71,-0.30103,4,-8.30103,7.69897,-0.30103,3.96808,-8.23718,7.63512
IN_INST:0_USECOL:1_DIRECT_IDX0:72,-0.30103,4,-8.30103,7.69897,-0.30103,3.64228,-7.58558,6.98352
OUT_INST:0_USECOL:2_DIRECT_IDX0:72,-0.30103,4,-8.30103,7.69897,-0.30103,3.96604,-8.23311,7.63105
IN_INST:0_USECOL:1_DIRECT_IDX0:73,-0.30103,4,-8.30103,7.69897,-0.30103,3.62833,-7.55769,6.95563
OUT_INST:0_USECOL:2_DIRECT_IDX0:73,-0.30103,4,-8.30103,7.69897,-0.30103,3.96386,-8.22876,7.6267
IN_INST:0_USECOL:1_DIRECT_IDX0:74,-0.30103,4,-8.30103,7.69897,-0.30103,3.61281,-7.52664,6.92458
OUT_INST:0_USECOL:2_DIRECT_IDX0:74,-0.30103,4,-8.30103,7.69897,-0.30103,3.96111,-8.22324,7.62118
IN_INST:0_USECOL:1_DIRECT_IDX0:75,-0.30103,4,-8.30103,7.69897,-0.30103,3.59481,-7.49064,6.88858
OUT_INST:0_USECOL:2_DIRECT_IDX0:75,-0.30103,4,-8.30103,7.69897,-0.30103,3.95752,-8.21607,7.61401
IN_INST:0_USECOL:1_DIRECT_IDX0:76,-0.30103,4,-8.30103,7.69897,-0.30103,3.5717,-7.44443,6.84237
OUT_INST:0_USECOL:2_DIRECT_IDX0:76,-0.30103,4,-8.30103,7.69897,-0.30103,3.95302,-8.20707,7.60501
IN_INST:0_USECOL:1_DIRECT_IDX0:77,-0.30103,4,-8.30103,7.69897,-0.30103,3.54243,-7.3859,6.78384
OUT_INST:0_USECOL:2_DIRECT_IDX0:77,-0.30103,4,-8.30103,7.69897,-0.30103,3.94768,-8.19639,7.59433
IN_INST:0_USECOL:1_DIRECT_IDX0:78,-0.30103,4,-8.30103,7.69897,-0.30103,3.51009,-7.32121,6.71915
OUT_INST:0_USECOL:2_DIRECT_IDX0:78,-0.30103,4,-8.30103,7.69897,-0.30103,3.94237,-8.18578,7.58372
IN_INST:0_USECOL:1_DIRECT_IDX0:79,-0.30103,4,-8.30103,7.69897,-0.30103,3.47419,-7.2494,6.64734
OUT_INST:0_USECOL:2_DIRECT_IDX0:79,-0.30103,4,-8.30103,7.69897,-0.30103,3.93666,-8.17434,7.57228
IN_INST:0_USECOL:1_DIRECT_IDX0:80,-0.30103,4,-8.30103,7.69897,-0.30103,3.42455,-7.15012,6.54806
OUT_INST:0_USECOL:2_DIRECT_IDX0:80,-0.30103,4,-8.30103,7.69897,-0.30103,3.9221,-8.14523,7.54317
IN_INST:0_USECOL:1_DIRECT_IDX0:81,-0.30103,4,-8.30103,7.69897,-0.30103,3.36053,-7.02209,6.42003
OUT_INST:0_USECOL:2_DIRECT_IDX0:81,-0.30103,4,-8.30103,7.69897,-0.30103,3.88862,-8.07827,7.47621
IN_INST:0_USECOL:1_DIRECT_IDX0:82,-0.30103,4,-8.30103,7.69897,-0.30103,3.29418,-6.8894,6.28734
OUT_INST:0_USECOL:2_DIRECT_IDX0:82,-0.30103,4,-8.30103,7.69897,-0.30103,3.85598,-8.01299,7.41093
IN_INST:0_USECOL:1_DIRECT_IDX0:83,-0.30103,4,-8.30103,7.69897,-0.30103,3.112,-6.52504,5.92298
OUT_INST:0_USECOL:2_DIRECT_IDX0:83,-0.30103,4,-8.30103,7.69897,-0.30103,3.86028,-8.02159,7.41953
IN_INST:0_USECOL:1_DIRECT_IDX0:84,-0.30103,4,-8.30103,7.69897,-0.30103,2.48864,-5.2783,4.67624
OUT_INST:0_USECOL:2_DIRECT_IDX0:84,-0.30103,4,-8.30103,7.69897,-0.30103,3.69284,-7.6867,7.08464
TOT_INST:0_USECOL:1_DIRECT,0.69897,inf,-inf,inf,0.69897,0.0856684,0.527633,0.870307
P_INST:0_USECOL:1_DIRECT_IDX0:DISPERSIVITY[L^-1],-0.259637,1,-2.25964,1.74036,-0.259637,1,-2.25964,1.74036
P_INST:0_USECOL:1_DIRECT_IDX0:DIFFUSIONCOEFFICIENT[L^2/T],-9,1.5,-12,-6,-9,1.5,-12,-6
