name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
IN_INST:0_USECOL:1_DIRECT_IDX0:30,-0.30103,4,-8.30103,7.69897,1.04025,2.45698,-3.87371,5.95421
OUT_INST:0_USECOL:2_DIRECT_IDX0:30,-0.30103,4,-8.30103,7.69897,-0.821334,3.80526,-8.43185,6.78919
IN_INST:0_USECOL:1_DIRECT_IDX0:31,-0.30103,4,-8.30103,7.69897,-0.0255189,2.4699,-4.96531,4.91428
OUT_INST:0_USECOL:2_DIRECT_IDX0:31,-0.30103,4,-8.30103,7.69897,-1.00737,3.82877,-8.66492,6.65017
IN_INST:0_USECOL:1_DIRECT_IDX0:32,-0.30103,4,-8.30103,7.69897,0.133227,2.14186,-4.1505,4.41696
OUT_INST:0_USECOL:2_DIRECT_IDX0:32,-0.30103,4,-8.30103,7.69897,-1.07028,3.82949,-8.72926,6.5887
IN_INST:0_USECOL:1_DIRECT_IDX0:33,-0.30103,4,-8.30103,7.69897,-0.0224206,2.11605,-4.25453,4.20969
OUT_INST:0_USECOL:2_DIRECT_IDX0:33,-0.30103,4,-8.30103,7.69897,-0.922758,3.80461,-8.53199,6.68647
IN_INST:0_USECOL:1_DIRECT_IDX0:34,-0.30103,4,-8.30103,7.69897,-0.157307,2.15048,-4.45827,4.14366
OUT_INST:0_USECOL:2_DIRECT_IDX0:34,-0.30103,4,-8.30103,7.69897,-0.831055,3.78923,-8.40951,6.7474
IN_INST:0_USECOL:1_DIRECT_IDX0:35,-0.30103,4,-8.30103,7.69897,-0.237859,2.21103,-4.65992,4.1842
OUT_INST:0_USECOL:2_DIRECT_IDX0:35,-0.30103,4,-8.30103,7.69897,-0.77437,3.78466,-8.3437,6.79496
IN_INST:0_USECOL:1_DIRECT_IDX0:36,-0.30103,4,-8.30103,7.69897,-0.31282,2.27375,-4.86031,4.23467
OUT_INST:0_USECOL:2_DIRECT_IDX0:36,-0.30103,4,-8.30103,7.69897,-0.706416,3.78795,-8.28231,6.86948
IN_INST:0_USECOL:1_DIRECT_IDX0:37,-0.30103,4,-8.30103,7.69897,-0.415095,2.35002,-5.11514,4.28495
OUT_INST:0_USECOL:2_DIRECT_IDX0:37,-0.30103,4,-8.30103,7.69897,-0.629461,3.79755,-8.22457,6.96564
