name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
IN_INST:0_USECOL:1_DIRECT_IDX0:30,-0.30103,4,-8.30103,7.69897,-0.00113857,2.50133,-5.0038,5.00152
OUT_INST:0_USECOL:2_DIRECT_IDX0:30,-0.30103,4,-8.30103,7.69897,-0.753071,3.80726,-8.36759,6.86145
IN_INST:0_USECOL:1_DIRECT_IDX0:31,-0.30103,4,-8.30103,7.69897,-0.0544443,2.48467,-5.02378,4.91489
OUT_INST:0_USECOL:2_DIRECT_IDX0:31,-0.30103,4,-8.30103,7.69897,-0.949962,3.84101,-8.63198,6.73205
IN_INST:0_USECOL:1_DIRECT_IDX0:32,-0.30103,4,-8.30103,7.69897,0.153554,2.16182,-4.17009,4.47719
OUT_INST:0_USECOL:2_DIRECT_IDX0:32,-0.30103,4,-8.30103,7.69897,-0.997312,3.88544,-8.76819,6.77357
IN_INST:0_USECOL:1_DIRECT_IDX0:33,-0.30103,4,-8.30103,7.69897,0.00735047,2.10913,-4.21092,4.22562
OUT_INST:0_USECOL:2_DIRECT_IDX0:33,-0.30103,4,-8.30103,7.69897,-0.856122,3.88085,-8.61782,6.90557
IN_INST:0_USECOL:1_DIRECT_IDX0:34,-0.30103,4,-8.30103,7.69897,-0.152999,2.14386,-4.44071,4.13471
OUT_INST:0_USECOL:2_DIRECT_IDX0:34,-0.30103,4,-8.30103,7.69897,-0.773525,3.88615,-8.54582,6.99877
IN_INST:0_USECOL:1_DIRECT_IDX0:35,-0.30103,4,-8.30103,7.69897,-0.25423,2.20489,-4.66402,4.15556
OUT_INST:0_USECOL:2_DIRECT_IDX0:35,-0.30103,4,-8.30103,7.69897,-0.724423,3.89968,-8.52379,7.07495
IN_INST:0_USECOL:1_DIRECT_IDX0:36,-0.30103,4,-8.30103,7.69897,-0.335683,2.26459,-4.86487,4.1935
OUT_INST:0_USECOL:2_DIRECT_IDX0:36,-0.30103,4,-8.30103,7.69897,-0.668347,3.91763,-8.5036,7.16691
IN_INST:0_USECOL:1_DIRECT_IDX0:37,-0.30103,4,-8.30103,7.69897,-0.397467,2.32084,-5.03914,4.2442
OUT_INST:0_USECOL:2_DIRECT_IDX0:37,-0.30103,4,-8.30103,7.69897,-0.613224,3.93536,-8.48394,7.25749
IN_INST:0_USECOL:1_DIRECT_IDX0:38,-0.30103,4,-8.30103,7.69897,-0.418158,2.36237,-5.14289,4.30657
OUT_INST:0_USECOL:2_DIRECT_IDX0:38,-0.30103,4,-8.30103,7.69897,-0.574256,3.95017,-8.4746,7.32609
IN_INST:0_USECOL:1_DIRECT_IDX0:39,-0.30103,4,-8.30103,7.69897,-0.416336,2.39834,-5.21302,4.38034
OUT_INST:0_USECOL:2_DIRECT_IDX0:39,-0.30103,4,-8.30103,7.69897,-0.544328,3.96061,-8.46556,7.3769
IN_INST:0_USECOL:1_DIRECT_IDX0:40,-0.30103,4,-8.30103,7.69897,-0.39811,2.42085,-5.2398,4.44359
OUT_INST:0_USECOL:2_DIRECT_IDX0:40,-0.30103,4,-8.30103,7.69897,-0.523746,3.96762,-8.45899,7.4115
IN_INST:0_USECOL:1_DIRECT_IDX0:41,-0.30103,4,-8.30103,7.69897,-0.383946,2.43996,-5.26387,4.49598
OUT_INST:0_USECOL:2_DIRECT_IDX0:41,-0.30103,4,-8.30103,7.69897,-0.507725,3.9722,-8.45212,7.43667
IN_INST:0_USECOL:1_DIRECT_IDX0:42,-0.30103,4,-8.30103,7.69897,-0.379201,2.4609,-5.301,4.5426
OUT_INST:0_USECOL:2_DIRECT_IDX0:42,-0.30103,4,-8.30103,7.69897,-0.49487,3.9749,-8.44467,7.45493
IN_INST:0_USECOL:1_DIRECT_IDX0:43,-0.30103,4,-8.30103,7.69897,-0.389375,2.49135,-5.37207,4.59332
OUT_INST:0_USECOL:2_DIRECT_IDX0:43,-0.30103,4,-8.30103,7.69897,-0.484168,3.97629,-8.43675,7.46842
IN_INST:0_USECOL:1_DIRECT_IDX0:44,-0.30103,4,-8.30103,7.69897,-0.400985,2.52817,-5.45732,4.65535
OUT_INST:0_USECOL:2_DIRECT_IDX0:44,-0.30103,4,-8.30103,7.69897,-0.475454,3.97674,-8.42893,7.47802
IN_INST:0_USECOL:1_DIRECT_IDX0:45,-0.30103,4,-8.30103,7.69897,-0.384944,2.54702,-5.47899,4.7091
OUT_INST:0_USECOL:2_DIRECT_IDX0:45,-0.30103,4,-8.30103,7.69897,-0.467032,3.97687,-8.42076,7.4867
IN_INST:0_USECOL:1_DIRECT_IDX0:46,-0.30103,4,-8.30103,7.69897,-0.358669,2.55621,-5.47108,4.75375
OUT_INST:0_USECOL:2_DIRECT_IDX0:46,-0.30103,4,-8.30103,7.69897,-0.457343,3.97681,-8.41095,7.49627
IN_INST:0_USECOL:1_DIRECT_IDX0:47,-0.30103,4,-8.30103,7.69897,-0.339884,2.56564,-5.47117,4.7914
OUT_INST:0_USECOL:2_DIRECT_IDX0:47,-0.30103,4,-8.30103,7.69897,-0.446456,3.9766,-8.39966,7.50675
IN_INST:0_USECOL:1_DIRECT_IDX0:48,-0.30103,4,-8.30103,7.69897,-0.339497,2.58337,-5.50625,4.82725
OUT_INST:0_USECOL:2_DIRECT_IDX0:48,-0.30103,4,-8.30103,7.69897,-0.434923,3.97636,-8.38765,7.5178
IN_INST:0_USECOL:1_DIRECT_IDX0:49,-0.30103,4,-8.30103,7.69897,-0.346927,2.60518,-5.55729,4.86343
OUT_INST:0_USECOL:2_DIRECT_IDX0:49,-0.30103,4,-8.30103,7.69897,-0.423319,3.97609,-8.3755,7.52886
IN_INST:0_USECOL:1_DIRECT_IDX0:50,-0.30103,4,-8.30103,7.69897,-0.350955,2.62184,-5.59464,4.89273
OUT_INST:0_USECOL:2_DIRECT_IDX0:50,-0.30103,4,-8.30103,7.69897,-0.411276,3.97578,-8.36283,7.54028
IN_INST:0_USECOL:1_DIRECT_IDX0:51,-0.30103,4,-8.30103,7.69897,-0.356209,2.63723,-5.63067,4.91826
OUT_INST:0_USECOL:2_DIRECT_IDX0:51,-0.30103,4,-8.30103,7.69897,-0.398479,3.97545,-8.34938,7.55242
IN_INST:0_USECOL:1_DIRECT_IDX0:52,-0.30103,4,-8.30103,7.69897,-0.364547,2.65843,-5.68141,4.95232
OUT_INST:0_USECOL:2_DIRECT_IDX0:52,-0.30103,4,-8.30103,7.69897,-0.385583,3.9751,-8.33579,7.56462
IN_INST:0_USECOL:1_DIRECT_IDX0:53,-0.30103,4,-8.30103,7.69897,-0.359555,2.67215,-5.70385,4.98474
OUT_INST:0_USECOL:2_DIRECT_IDX0:53,-0.30103,4,-8.30103,7.69897,-0.372675,3.9748,-8.32228,7.57693
IN_INST:0_USECOL:1_DIRECT_IDX0:54,-0.30103,4,-8.30103,7.69897,-0.347641,2.68039,-5.70841,5.01313
OUT_INST:0_USECOL:2_DIRECT_IDX0:54,-0.30103,4,-8.30103,7.69897,-0.358983,3.97446,-8.3079,7.58994
IN_INST:0_USECOL:1_DIRECT_IDX0:55,-0.30103,4,-8.30103,7.69897,-0.332743,2.68675,-5.70625,5.04076
OUT_INST:0_USECOL:2_DIRECT_IDX0:55,-0.30103,4,-8.30103,7.69897,-0.344718,3.97408,-8.29289,7.60345
IN_INST:0_USECOL:1_DIRECT_IDX0:56,-0.30103,4,-8.30103,7.69897,-0.324197,2.6949,-5.714,5.06561
OUT_INST:0_USECOL:2_DIRECT_IDX0:56,-0.30103,4,-8.30103,7.69897,-0.330077,3.97372,-8.27751,7.61736
IN_INST:0_USECOL:1_DIRECT_IDX0:57,-0.30103,4,-8.30103,7.69897,-0.323792,2.70668,-5.73714,5.08956
OUT_INST:0_USECOL:2_DIRECT_IDX0:57,-0.30103,4,-8.30103,7.69897,-0.315434,3.97341,-8.26226,7.63139
IN_INST:0_USECOL:1_DIRECT_IDX0:58,-0.30103,4,-8.30103,7.69897,-0.3259,2.71757,-5.76103,5.10923
