name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
IN_INST:0_USECOL:1_DIRECT_IDX0:30,-0.30103,4,-8.30103,7.69897,-0.644695,2.7273,-6.0993,4.80991
OUT_INST:0_USECOL:2_DIRECT_IDX0:30,-0.30103,4,-8.30103,7.69897,-0.561006,3.6567,-7.87441,6.7524
IN_INST:0_USECOL:1_DIRECT_IDX0:31,-0.30103,4,-8.30103,7.69897,-0.394674,2.74993,-5.89454,5.1052
OUT_INST:0_USECOL:2_DIRECT_IDX0:31,-0.30103,4,-8.30103,7.69897,-0.56098,3.74105,-8.04308,6.92112
IN_INST:0_USECOL:1_DIRECT_IDX0:32,-0.30103,4,-8.30103,7.69897,-0.1925,1.81861,-3.82972,3.44472
OUT_INST:0_USECOL:2_DIRECT_IDX0:32,-0.30103,4,-8.30103,7.69897,-0.555723,3.86142,-8.27857,7.16712
IN_INST:0_USECOL:1_DIRECT_IDX0:33,-0.30103,4,-8.30103,7.69897,-0.131723,1.77987,-3.69147,3.42802
OUT_INST:0_USECOL:2_DIRECT_IDX0:33,-0.30103,4,-8.30103,7.69897,-0.461765,3.88266,-8.22708,7.30355
IN_INST:0_USECOL:1_DIRECT_IDX0:34,-0.30103,4,-8.30103,7.69897,-0.178256,1.90516,-3.98857,3.63206
OUT_INST:0_USECOL:2_DIRECT_IDX0:34,-0.30103,4,-8.30103,7.69897,-0.415207,3.89373,-8.20267,7.37225
IN_INST:0_USECOL:1_DIRECT_IDX0:35,-0.30103,4,-8.30103,7.69897,-0.245661,2.07318,-4.39201,3.90069
OUT_INST:0_USECOL:2_DIRECT_IDX0:35,-0.30103,4,-8.30103,7.69897,-0.401417,3.9066,-8.21462,7.41178
IN_INST:0_USECOL:1_DIRECT_IDX0:36,-0.30103,4,-8.30103,7.69897,-0.296829,2.23314,-4.76311,4.16945
OUT_INST:0_USECOL:2_DIRECT_IDX0:36,-0.30103,4,-8.30103,7.69897,-0.388261,3.91855,-8.22535,7.44883
IN_INST:0_USECOL:1_DIRECT_IDX0:37,-0.30103,4,-8.30103,7.69897,-0.324105,2.37676,-5.07762,4.42941
OUT_INST:0_USECOL:2_DIRECT_IDX0:37,-0.30103,4,-8.30103,7.69897,-0.377798,3.92883,-8.23545,7.47985
