Depth [L],t = 0.0,t = 0.08,t = 0.12,t = 0.8,t = 1.92,t = 2.83
76.46000000000001,659.0636363636363,654.7897333732535,652.6616477024663,617.9168127324604,565.1348735915462,524.7932196836815
77.46000000000001,660.7085714285714,655.7595151408904,653.3299209219242,615.5850008581452,561.9446363105492,522.1562635012579
78.46000000000001,654.43,649.279389493779,646.7745728102357,608.782901460317,555.540773562784,516.4481903041515
79.46000000000001,631.569090909091,628.6663565727242,627.151348693462,598.1621138339219,548.5539437492425,510.3591846071053
80.46000000000001,605.6051724137931,602.9356392706919,601.5806144159145,576.5157533668819,530.6830371653473,493.56871046803167
81.46000000000001,582.5028124999999,576.340888333439,573.319182278034,527.1523033040689,466.56553875969763,426.4556353923444
82.46000000000001,532.6043902439026,527.4143345727821,524.8644351363595,485.6653090925345,434.53708796870814,401.50227414979935
83.46000000000001,401.6877777777777,403.8494559208233,404.87729173605413,417.55082951543744,423.36421486207706,419.0230990247298
84.46000000000001,230.7537837837838,230.7537840583157,230.7537842002801,230.75378699449584,230.75379241051235,230.75379680948572
85.46000000000001,105.05428571428571,105.05428646931165,105.05428684682462,105.05429326454446,105.05430383490484,105.05431242332125
86.46000000000001,106.76540540540549,106.76540479340828,106.76540448740968,106.76539928543396,106.76539071747627,106.76538375601284
87.46000000000001,5.202000000000013,5.202000573045402,5.202000859568094,5.202005730453459,5.202013753086591,5.202020271474558
88.46000000000001,0.34,0.34000005762370816,0.34000008643556456,0.3400005762373572,0.34000138297068344,0.34000203844239274
