Depth [L],In_Flow [L^3 T^-1],Out_Flow [L^3 T^-1],Upper depth bound [L],Lower depth bound [L]
18.75,0.0275033764321135,0.02751548423530783,18.75,21.25
18.95,0.027503371384035483,0.027515484404800398,21.25,23.75
19.15,0.02750336665237791,0.027515484239980233,23.75,26.25
19.35,0.02750337895115395,0.02751548413144969,26.25,28.75
19.55,0.02750337928679637,0.02751548430393311,28.75,31.25
19.75,0.027503373946662454,0.027515484279104746,31.25,33.75
19.95,0.027503376488237665,0.027515484223325042,33.75,36.25
20.15,0.027503373112633355,0.02751548426695587,36.25,38.75
20.35,0.027503366999680538,0.02751548420616987,38.75,41.25
20.55,0.027503370775496028,0.027515484303727356,41.25,43.75
20.75,0.0275033606753514,0.02751548419530737,43.75,46.25
20.95,0.027503366612727818,0.02751548441864912,46.25,48.75
21.15,0.02960936094416902,0.027259004224255444,48.75,51.25
21.35,0.02750338465177719,0.02751548418851956,51.25,53.75
21.55,0.02750338407023778,0.027515484251854464,53.75,56.25
21.75,0.027503382419713982,0.027515484378229798,56.25,58.75
21.95,0.02750337511355384,0.02751548411634543,58.75,61.25
22.15,0.027503355939382294,0.027515484210855826,61.25,63.75
22.35,0.027503372840654922,0.027515484217530924,63.75,66.25
22.55,0.027503369505355764,0.02751548434694495,66.25,68.75
22.75,0.027503381094494708,0.027515484303780098,68.75,71.25
22.95,0.027503384687830878,0.02751548438116202,71.25,73.75
23.15,0.027503385253938258,0.02751548436678427,71.25,73.75
23.35,0.027503381490964735,0.02751548419536486,71.25,73.75
23.55,0.06917703291761775,0.021029880837278695,71.25,73.75
23.75,0.027503369115432812,0.02751548431261536,71.25,73.75
23.95,0.027503378944993995,0.027515484255722603,71.25,73.75
24.15,0.02750336673145195,0.02751548428222144,71.25,73.75
24.35,0.027503373315177104,0.02751548438919881,71.25,73.75
24.55,0.027503380725953305,0.027515484197109114,71.25,73.75
24.75,0.027503373871102,0.02751548432020368,71.25,73.75
24.95,0.02750337473500942,0.027515484193472037,71.25,73.75
25.15,0.027503383023074902,0.02751548429643036,71.25,73.75
25.35,0.02750338650404549,0.0275154842271875,71.25,73.75
25.55,0.027503391652804677,0.027515484295395437,71.25,73.75
25.75,0.027503382443270295,0.027515484204485692,71.25,73.75
25.95,0.027503374754629502,0.027515484212550203,71.25,73.75
26.15,0.05447921228456987,0.020886517461070786,71.25,73.75
26.35,0.027503361458509526,0.02751548402910633,71.25,73.75
