Depth [L],t = 0.0,t = 0.08,t = 0.12,t = 0.8,t = 1.92,t = 2.83
64.46000000000001,672.8042222222223,669.0088418264743,667.1128232456219,635.0701654322403,583.9320672438739,544.9927685377197
65.46000000000001,683.4953846153846,678.807865772215,676.4956659131842,639.7793811592502,586.2335057147304,546.7207205004152
66.46000000000001,678.2623809523809,674.5298350932327,672.6507537325612,640.1560792397071,587.9882895444972,548.4491839083133
67.46000000000001,671.5906060606061,668.0384308585644,666.2650699315477,636.2239087595551,587.2860559026506,548.9722410834019
68.46000000000001,674.3576190476191,670.2318985670062,668.190959078668,635.3147795609054,585.9328883957097,548.3967386278707
69.46000000000001,678.5794871794872,674.2929729350816,672.1639092153221,637.462830932945,585.9202704623619,547.9298019080173
70.46000000000001,671.3916279069766,667.8257100578688,666.0344889380949,635.1785561569345,585.382029872511,547.4779075222314
71.46000000000001,663.7891891891892,660.338623413238,658.6174444255901,629.6144723894325,582.6991845057972,545.9972262929235
72.46000000000001,665.1295,661.1227280965595,659.1411576347277,627.2831109334513,579.693466892963,543.662909402412
73.46000000000001,661.1384210526315,657.4625589875752,655.6254391597463,624.8120316276702,577.079037096338,541.1593218625018
74.46000000000001,658.9425,655.1869507930985,653.3190443182804,622.4354793065925,574.7632815518491,538.83093412129
75.46000000000001,658.6289130434783,654.7616153539601,652.8390628936395,621.2265886343533,573.0196043271234,536.8966256408559
76.46000000000001,659.0636363636363,655.1442542064465,653.1944932236054,621.0578772288699,572.0948529666489,535.5809745614991
77.46000000000001,660.7085714285714,656.8048394322936,654.8616312409907,622.6929824876113,573.1174264153657,535.7583502135068
78.46000000000001,654.43,650.5633642777708,648.6386219504977,616.7756645396439,567.6712137136599,530.6671523202999
79.46000000000001,631.569090909091,627.837526710884,625.9800205800149,595.2301181480777,547.8410119063751,512.1295973615157
80.46000000000001,605.6051724137931,602.0270135228017,600.2458698188508,570.7601016603963,525.3191704618332,491.0758588399889
81.46000000000001,582.5028124999999,579.0611514674775,577.3479539643536,548.9869945387247,505.27952201418356,472.34250781440903
82.46000000000001,532.6043902439026,529.4575488377233,527.8911072892074,501.95960494091247,461.9962030889488,431.8806405154905
83.46000000000001,401.6877777777777,399.3144446128357,398.13304167905386,378.5756234289925,348.4354129943291,325.72239769671137
84.46000000000001,230.7537837837838,230.75378404480102,230.75378417004598,230.75378577277897,230.75378634056852,230.75378502599372
85.46000000000001,105.05428571428571,105.05428646931162,105.05428684682457,105.05429326454404,105.05430383490362,105.05431242331896
86.46000000000001,106.76540540540549,106.7654047934083,106.76540448740971,106.76539928543441,106.76539071747739,106.76538375601451
87.46000000000001,5.202000000000013,5.202000573045375,5.202000859568051,5.202005730453175,5.202013753085906,5.202020271473546
88.46000000000001,0.34,0.3400000576237069,0.34000008643556257,0.3400005762373431,0.34000138297064963,0.3400020384423428
