iteration,_is_super,_lambda,_scale_factor,in_inst:0_usecol:1_direct_idx0:18.75,out_inst:0_usecol:2_direct_idx0:18.75,in_inst:0_usecol:1_direct_idx0:21.25,out_inst:0_usecol:2_direct_idx0:21.25,in_inst:0_usecol:1_direct_idx0:23.75,out_inst:0_usecol:2_direct_idx0:23.75,in_inst:0_usecol:1_direct_idx0:26.25,out_inst:0_usecol:2_direct_idx0:26.25,in_inst:0_usecol:1_direct_idx0:28.75,out_inst:0_usecol:2_direct_idx0:28.75,in_inst:0_usecol:1_direct_idx0:31.25,out_inst:0_usecol:2_direct_idx0:31.25,in_inst:0_usecol:1_direct_idx0:33.75,out_inst:0_usecol:2_direct_idx0:33.75,in_inst:0_usecol:1_direct_idx0:36.25,out_inst:0_usecol:2_direct_idx0:36.25,in_inst:0_usecol:1_direct_idx0:38.75,out_inst:0_usecol:2_direct_idx0:38.75,in_inst:0_usecol:1_direct_idx0:41.25,out_inst:0_usecol:2_direct_idx0:41.25,in_inst:0_usecol:1_direct_idx0:43.75,out_inst:0_usecol:2_direct_idx0:43.75,in_inst:0_usecol:1_direct_idx0:46.25,out_inst:0_usecol:2_direct_idx0:46.25,in_inst:0_usecol:1_direct_idx0:48.75,out_inst:0_usecol:2_direct_idx0:48.75,in_inst:0_usecol:1_direct_idx0:51.25,out_inst:0_usecol:2_direct_idx0:51.25,in_inst:0_usecol:1_direct_idx0:53.75,out_inst:0_usecol:2_direct_idx0:53.75,in_inst:0_usecol:1_direct_idx0:56.25,out_inst:0_usecol:2_direct_idx0:56.25,in_inst:0_usecol:1_direct_idx0:58.75,out_inst:0_usecol:2_direct_idx0:58.75,in_inst:0_usecol:1_direct_idx0:61.25,out_inst:0_usecol:2_direct_idx0:61.25,in_inst:0_usecol:1_direct_idx0:63.75,out_inst:0_usecol:2_direct_idx0:63.75,in_inst:0_usecol:1_direct_idx0:66.25,out_inst:0_usecol:2_direct_idx0:66.25,in_inst:0_usecol:1_direct_idx0:68.75,out_inst:0_usecol:2_direct_idx0:68.75,in_inst:0_usecol:1_direct_idx0:71.25,out_inst:0_usecol:2_direct_idx0:71.25,tot_inst:0_usecol:1_direct,exp_inst:0_usecol:1_direct,p_inst:0_usecol:1_direct_idx0:boreholedepth,p_inst:0_usecol:1_direct_idx0:spatialdiscretizationofgrid,p_inst:0_usecol:1_direct_idx0:constantboreholecross-sectionalarea,p_inst:0_usecol:1_direct_idx0:dispersivity,p_inst:0_usecol:1_direct_idx0:diffusioncoefficient,p_inst:0_usecol:1_direct_idx0:tracerconcentrationofwaterinflow,p_inst:0_usecol:1_direct_idx0:watertemperature,p_inst:0_usecol:1_direct_idx0:alphamin,p_inst:0_usecol:1_direct_idx0:alphamax,p_inst:0_usecol:1_direct_idx0:flowmin,p_inst:0_usecol:1_direct_idx0:flowmax
0,0,10,0.5,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,2.66333,-1,71.25,2.5,0.0314159,1.25,1e-09,0,28.5,0.2,1.5,0,2
0,0,10,0.75,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,2.17324,-1,71.25,2.5,0.0314159,1.25,1e-09,0,28.5,0.2,1.5,0,2
0,0,100,1,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.94215,-1,,,,,,,,,,,
0,0,100,0.5,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,2.78722,-1,71.25,2.5,0.0314159,1.25,1e-09,0,28.5,0.2,1.5,0,2
0,0,100,0.75,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,2.32663,-1,71.25,2.5,0.0314159,1.25,1e-09,0,28.5,0.2,1.5,0,2
0,0,1000,1,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,2.84385,-1,,,,,,,,,,,
0,0,1000,0.5,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,3.37274,-1,71.25,2.5,0.0314159,1.25,1e-09,0,28.5,0.2,1.5,0,2
0,0,1000,0.75,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,3.09703,-1,71.25,2.5,0.0314159,1.25,1e-09,0,28.5,0.2,1.5,0,2
0,0,10000,1,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,3.78846,-1,,,,,,,,,,,
0,0,10000,0.5,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,3.89279,-1,71.25,2.5,0.0314159,1.25,1e-09,0,28.5,0.2,1.5,0,2
0,0,10000,0.75,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,3.84027,-1,71.25,2.5,0.0314159,1.25,1e-09,0,28.5,0.2,1.5,0,2
1,0,0.01,1,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.15533,-1,,,,,,,,,,,
1,0,0.01,0.5,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.42313,-1,71.25,2.5,0.0314159,1.25,1e-09,0,28.5,0.2,1.5,0,2
1,0,0.01,0.75,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.28226,-1,71.25,2.5,0.0314159,1.25,1e-09,0,28.5,0.2,1.5,0,2
1,0,0.1,1,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.15538,-1,,,,,,,,,,,
1,0,0.1,0.5,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.42316,-1,71.25,2.5,0.0314159,1.25,1e-09,0,28.5,0.2,1.5,0,2
1,0,0.1,0.75,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.2823,-1,71.25,2.5,0.0314159,1.25,1e-09,0,28.5,0.2,1.5,0,2
1,0,1,1,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.15587,-1,,,,,,,,,,,
1,0,1,0.5,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.42347,-1,71.25,2.5,0.0314159,1.25,1e-09,0,28.5,0.2,1.5,0,2
1,0,1,0.75,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.28271,-1,71.25,2.5,0.0314159,1.25,1e-09,0,28.5,0.2,1.5,0,2
1,0,10,1,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.16074,-1,,,,,,,,,,,
1,0,10,0.5,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.42646,-1,71.25,2.5,0.0314159,1.25,1e-09,0,28.5,0.2,1.5,0,2
1,0,10,0.75,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.28676,-1,71.25,2.5,0.0314159,1.25,1e-09,0,28.5,0.2,1.5,0,2
1,0,100,1,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.20549,-1,,,,,,,,,,,
1,0,100,0.5,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.4537,-1,71.25,2.5,0.0314159,1.25,1e-09,0,28.5,0.2,1.5,0,2
1,0,100,0.75,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.32379,-1,71.25,2.5,0.0314159,1.25,1e-09,0,28.5,0.2,1.5,0,2
1,0,1000,1,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.44204,-1,,,,,,,,,,,
1,0,1000,0.5,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.58994,-1,71.25,2.5,0.0314159,1.25,1e-09,0,28.5,0.2,1.5,0,2
1,0,1000,0.75,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.51419,-1,71.25,2.5,0.0314159,1.25,1e-09,0,28.5,0.2,1.5,0,2
1,0,10000,1,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.69482,-1,,,,,,,,,,,
1,0,10000,0.5,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.04545,1.72367,-1,71.25,2.5,0.0314159,1.25,1e-09,0,28.5,0.2,1.5,0,2
