Depth [L],t = 0.025694444,t = 0.060416667,t = 0.097222222,t = 0.129166667,t = 0.157638889
84.4,1.157402230268112,1.1571325811943678,1.1568495477520937,1.1566062212737005,1.1563911080350238
84.6,1.1543123277321048,1.1540720133701197,1.1538197707195206,1.1536029153830893,1.153411204017345
84.80000000000001,1.1457771569664563,1.1457771572257895,1.1457771574814095,1.1457771576872318,1.145777157858511
85.0,1.1428645691256796,1.1427329396322257,1.1425947765538098,1.142475996480221,1.1423709887347582
85.2,1.1421229280469003,1.1419983392151782,1.1418675662667794,1.141755139553442,1.1416557485059287
85.4,1.1342016446596064,1.1341522607354528,1.1341004255766973,1.1340558624078536,1.1340164662520409
85.6,1.1317373694026869,1.131711381007795,1.131684102647031,1.1316606511874656,1.1316399188801283
85.80000000000001,1.130702289394398,1.1307022893262306,1.1307022892529968,1.130702289188623,1.1307022891306295
86.0,1.1282473696608075,1.1282545152229067,1.1282620154633454,1.1282684634892253,1.128274163878491
86.2,1.1283938816237336,1.1283996360568522,1.1284056761186365,1.128410868815997,1.1284154594301503
86.4,1.1279548902011867,1.1279648124609576,1.1279752272239667,1.1279841808919973,1.127992096399025
86.6,1.1282363664097463,1.1282436163133565,1.12825122607463,1.128257768256758,1.128263551885161
86.80000000000001,1.1285290728639024,1.128529072837918,1.12852907281111,1.1285290727884536,1.128529072768724
87.0,1.1282699195422219,1.1282768508616143,1.1282841262256846,1.1282903809237166,1.1282959104014658
87.2,1.1273388277858345,1.127354598867794,1.1273711527669739,1.1273853843077002,1.1273979657284223
87.4,1.1261364653821986,1.126163651661519,1.1261921873652152,1.1262167197741864,1.1262384076969225
87.6,1.125137482331546,1.1251741529616381,1.1252126437812635,1.125245734693793,1.125274988776455
87.80000000000001,1.1254239929326737,1.1254239929072998,1.1254239928842014,1.1254239928673144,1.1254239928546612
88.0,1.125141985502251,1.125178613345911,1.1252170592556945,1.1252501115591076,1.125279331509523
88.2,1.1254357717737804,1.1254696103382251,1.1255051285221271,1.1255356638346703,1.125562658636166
88.4,1.1244791628444564,1.1245220834888883,1.1245671345522055,1.1246058653688984,1.1246401054209214
88.6,1.1239136850065081,1.1239619742429208,1.124012660372322,1.1240562357054185,1.1240947585597774
88.80000000000001,1.123145931830883,1.1231459318598467,1.1231459318960357,1.1231459319320105,1.1231459319675399
89.0,1.1229326933259671,1.1229902960705576,1.1230507579954159,1.1231027376703615,1.1231486903990033
89.2,1.1228769109910166,1.1229350433221694,1.1229960611232384,1.123048518692603,1.1230948939065597
89.4,1.1227723702936385,1.1228314951430198,1.1228935547270429,1.122946907926755,1.1229940749243366
89.6,1.1229052086296223,1.1229630722844717,1.1230238080702155,1.123076023185924,1.123122184056435
89.80000000000001,1.1226007852463735,1.12260078527458,1.1226007853105124,1.12260078534672,1.1226007853828022
90.0,1.12282973813817,1.122888318327711,1.122949806214009,1.1230026679173535,1.1230494004047566
90.2,1.1230705249917308,1.1231268191502761,1.1231859075388781,1.1232367063745414,1.1232816151818796
90.4,1.1230522555443705,1.1231087231650716,1.1231679936257042,1.1232189489902686,1.123263996177197
90.6,1.1230466726362336,1.1231031932328588,1.1231625192960297,1.1232135224601725,1.1232586119025982
90.80000000000001,1.1224928692797012,1.122492869341753,1.122492869413318,1.1224928694802487,1.1224928695435603
91.0,1.1231844109511393,1.123239623834655,1.1232975772750933,1.1233474003830208,1.1233914465947101
91.2,1.1226567292806504,1.1227169520432314,1.1227801640364945,1.1228345079729196,1.1228825508330305
91.4,1.122844550463461,1.122902990013825,1.1229643302834151,1.1230170650820457,1.123063685381128
91.6,1.1227679050901689,1.1228270723123366,1.122889176369399,1.1229425678005045,1.1229897685947734
91.80000000000001,1.122543176266065,1.1225431762785865,1.1225431762981126,1.1225431763202633,1.122543176343955
92.0,1.1225208597394747,1.1225823724233988,1.1226469383618511,1.1227024462950042,1.1227515181867762
92.2,1.1228634237773363,1.122921684132829,1.1229828363131187,1.1230354094097417,1.1230818867559373
92.4,1.122677523886324,1.122737549206589,1.1228005539574428,1.1228547197258143,1.122902605076243
92.6,1.122799497013897,1.1228583643368317,1.1229201536089062,1.122973274416533,1.1230202359656714
92.80000000000001,1.1234691537625638,1.1234691537351176,1.1234691537117767,1.1234691536963048,1.123469153686147
93.0,1.1235080588887256,1.123560199129167,1.1236149274120057,1.1236619778219574,1.1237035728246667
93.2,1.123508058889403,1.1235601991329134,1.123614927421662,1.1236619778389474,1.1237035728498126
93.4,1.123508058889403,1.1235601991329134,1.123614927421662,1.1236619778389474,1.1237035728498126
93.6,1.1235080588887256,1.123560199129167,1.1236149274120057,1.1236619778219574,1.1237035728246667
93.80000000000001,1.123469153787661,1.1234691537938502,1.1234691538058141,1.123469153820694,1.123469153837369
94.0,1.1235080588880477,1.1235601991254203,1.1236149274023493,1.1236619778049668,1.1237035727995202
