Z1[L],C1[M L^-3  or microS/cm],Z2[L],C2[M L^-3  or microS/cm],Z3[L],C3[M L^-3  or microS/cm],Z4[L],C4[M L^-3  or microS/cm],Z5[L],C5[M L^-3  or microS/cm]
74.077,2.7261338083661344,60.821,1.6228851602884362,59.238,1.5166909391417023,73.887,1.5594797219960868,75.119,1.5129701308410062
74.272,2.7302331086059497,60.906,1.6345595720785808,59.224,1.5169551423280325,74.041,1.5596195311656316,75.247,1.5122628657800505
74.443,2.7328622715572406,60.981,1.6349632015030864,59.223,1.5172639552949136,74.13,1.5607311605453986,75.392,1.5107529285822436
74.608,2.734425274474552,61.061,1.64513230597112,59.265,1.5172508020610678,74.347,1.5606618253039812,75.574,1.5129118106252264
74.786,2.733668284240963,61.147,1.647256789993122,59.402,1.516361547433931,74.478,1.5606618253039812,75.7,1.5145288248400277
74.795,2.732880438288319,61.214,1.6488533098940905,59.516,1.5200714940542526,74.635,1.561484694116814,75.847,1.512460120104984
74.899,2.73476380949094,61.285,1.6499090910992948,59.63,1.5201143905990677,74.778,1.5640239787395103,75.948,1.5124200973444117
74.888,2.734008623615,61.386,1.6574385577017439,59.695,1.5189436311122222,74.92,1.565379416413498,76.108,1.5158257246528195
74.985,2.7361646404163595,61.508,1.6588009771507188,59.758,1.5186651059698477,75.109,1.5644939306764372,76.315,1.5188830072677377
75.198,2.7341497268159998,61.583,1.6666588611658284,59.776,1.518857842702431,75.238,1.564262392115208,76.44,1.5203288745861017
75.359,2.7340758443329376,61.649,1.6685217043390481,59.758,1.5198867538966965,75.445,1.5698268752573283,76.691,1.5211044662513302
75.568,2.7324632130641446,61.773,1.6763064909428238,59.87,1.5204243921324347,75.625,1.5699776427539518,76.81,1.5210146655123793
75.712,2.7343901495135072,61.883,1.6854080259678483,59.972,1.52067148137468,75.788,1.5716527799055597,77.005,1.5249673913286785
75.785,2.736429313055615,62.025,1.7108227712197674,60.131,1.5208894026775823,75.949,1.5730430924194336,77.234,1.5235950108465572
75.953,2.7375316475106386,62.103,1.7144840781665607,60.236,1.5209620435947813,76.097,1.5798233546961113,77.442,1.527097926803131
76.176,2.7355638400657853,62.181,1.7222063003408266,60.253,1.5221008788307444,76.291,1.576860171106344,77.648,1.5288922230984128
76.441,2.7315845849094047,62.286,1.720789093111705,60.297,1.5217754095648388,76.45,1.5731331074607282,77.788,1.5317355919496323
76.592,2.7298110931384314,62.394,1.7264348050500131,60.285,1.5228971263633297,76.593,1.576696166903261,78.031,1.5257265567021676
76.725,2.7315409875185908,62.511,1.7299994224994293,60.358,1.522108886922993,76.845,1.5744002376081396,78.291,1.5297922875519447
76.814,2.7315930621905324,62.616,1.7357601797105644,60.432,1.5224189167503597,76.932,1.5713718615456116,78.472,1.5321768079307105
76.96,2.7316227327018994,62.721,1.744607608737192,60.472,1.5226866213208439,77.137,1.577862573264349,78.736,1.5353033445974802
77.084,2.7322851833873387,62.797,1.746085325426057,60.511,1.5221260471305527,77.25,1.5797774730332237,78.956,1.5350057234439731
77.243,2.748212804704656,62.906,1.7632294802114843,60.541,1.5219984899099046,77.387,1.5819466343056916,79.213,1.5401688808912468
77.361,2.7579597177480393,62.949,1.7650271865048381,60.578,1.5206394511301227,77.521,1.5804456342874489,79.409,1.545363608158746
77.493,2.8070595343140865,63.047,1.768725448379584,60.618,1.5239685598139316,77.696,1.5813925657086316,79.629,1.5446369704945142
77.59,2.90996701688463,63.139,1.7700341356437206,60.647,1.5250583524806642,77.908,1.587084771598731,79.851,1.5495801873136912
77.731,3.1701973531043874,63.213,1.7716443578781025,60.722,1.5237088482167707,78.098,1.588191491179805,80.103,1.548521241391225
77.921,3.727293390830573,63.304,1.771164692351499,60.753,1.5236813899023474,78.313,1.5931382797521194,80.24,1.5549031853660182
78.152,4.449252326526173,63.371,1.7744797516356101,60.769,1.5233290112632347,78.441,1.5938717004834644,80.488,1.5537219668507958
78.283,4.570931291340162,63.487,1.779043781300166,60.82,1.5240137522353479,78.612,1.5956181217188798,80.706,1.5572348761382073
78.267,4.5278264718552546,63.694,1.7939544970592323,60.887,1.524315800186028,78.789,1.6002336407482887,80.922,1.5589966996702174
78.323,4.611734026294888,63.844,1.805191238678077,60.882,1.5279487115537733,78.998,1.6008059850657161,81.111,1.5609764142421454
78.348,4.62465066992084,63.999,1.8315044619031227,60.954,1.5277953733206402,79.155,1.6052882426064259,81.284,1.5623144707030634
78.513,4.626587400529078,64.099,1.841557985310385,61.003,1.5269491716080097,79.286,1.6070074421181402,81.459,1.559984528999297
78.682,4.64755957158053,64.188,1.8462151991804234,60.997,1.5269371568095296,79.433,1.6103606737901572,81.655,1.5587847003656492
78.849,4.650335116483393,64.271,1.8608511671969694,61.072,1.5263696081424825,79.55,1.6128953223728844,81.836,1.5639683875337993
78.981,4.660904376646997,64.426,1.8826077413425195,61.146,1.528649618300085,79.74,1.6197460368765177,82.032,1.5688896178158358
79.103,4.672514871012462,64.512,1.896002700312104,61.166,1.5284430630362267,79.965,1.6312187051101887,82.266,1.5665228638036268
79.158,4.6704938584308,64.584,1.8968093173563603,61.226,1.5308177081402277,80.121,1.6449833179999587,82.452,1.5683914833140562
79.315,4.691135303422902,64.696,1.901374898494666,61.282,1.5319639243991532,80.288,1.6456926019258504,82.679,1.5710691617314096
79.439,4.678051051040441,64.83,1.9051700053307372,61.341,1.5314076901256926,80.441,1.6505201443164594,82.934,1.5770322048132215
79.587,4.686090855804343,64.942,1.9276674152704942,61.391,1.5312119814350893,80.624,1.6553550903795837,83.153,1.5755539061195407
79.749,4.696146983821518,65.069,1.942072061895044,61.423,1.530029182898869,80.725,1.667148885714181,83.409,1.5778453691771972
79.669,4.701030148894427,65.183,1.9513378480708865,61.497,1.531312124551863,80.849,1.6750512673416664,83.591,1.577708310434528
79.753,4.698749707181582,65.343,1.9809231327921055,61.512,1.5322042769246225,81.061,1.6936353058669282,83.844,1.5833519439212664
79.923,4.7185098424167675,65.51,2.039482077999608,61.526,1.5343103359806889,81.252,1.7023351892297285,84.119,1.5796788277850795
80.075,4.7376718653128815,65.643,2.054560862871514,61.568,1.532797730082251,81.374,1.7129109963974145,84.407,1.5849460762484568
80.275,4.810041745266432,65.788,2.078507917969213,61.596,1.532915049153391,81.526,1.7203284485771975,84.709,1.5892087589181187
80.439,4.914147500724676,65.841,2.0963117180593116,61.692,1.5276014134405471,81.651,1.7284177062521024,84.987,1.5962110070371438
80.629,5.446505222133121,65.962,2.1493887013824717,61.767,1.5293110660249483,81.768,1.7422678563247587,85.234,1.5926309828338447
80.824,10.266732871484626,66.072,2.1659854071435007,61.828,1.529402617460883,81.943,1.75830968903889,85.395,1.589330398172288
80.985,13.829616781400796,66.215,2.1949539660556923,61.953,1.5351642634382443,82.153,1.7738437809454268,85.667,1.6025127741454384
81.173,13.974822036402712,66.281,2.2042938237762115,62.07,1.5370193241224797,82.396,1.781012989723274,85.933,1.6075569944469579
81.362,13.936996754545856,66.433,2.2380584047738834,62.221,1.5364618163211303,82.555,1.7957999453177138,86.173,1.6080405200910064
81.542,13.910399333980667,66.565,2.2866477647019563,62.295,1.5460112465098377,82.748,1.8146985178778152,86.418,1.6150764017885393
81.664,13.924976052370214,66.699,2.3216297234860748,62.33,1.5449410216096766,82.868,1.8214475085892161,86.68,1.629419989340363
81.797,13.705945233662248,66.815,2.339270276503359,62.387,1.5440569374568696,83.094,1.8596514088197948,86.858,1.6336609198053282
81.864,13.689259597084277,66.893,2.3330953808834125,62.508,1.5460352971104014,83.291,1.8621474462357726,87.08,1.6390177355611542
82.046,13.58741880456195,66.98,2.409025779849864,62.565,1.546257480102065,83.471,1.8968535483156728,87.343,1.6592873706617666
82.192,13.268382681410898,67.132,2.4775928641852802,62.551,1.5456121249357977,83.697,1.9308422874667315,87.555,1.6628829912880208
82.371,13.354915916504192,67.256,2.498765305975314,62.562,1.5453424213754545,83.868,1.9556705287023504,87.759,1.6816473314980669
82.519,13.018092187574128,67.344,2.529056749573553,62.581,1.545113376382369,84.063,1.9875638516441143,87.969,1.6874194525991442
82.669,12.808041763441809,67.462,2.5417663335717378,62.645,1.5461143206988226,84.226,2.011187723161393,88.192,1.7178533735397168
82.811,12.689893861433374,67.537,2.5616929585901715,62.691,1.5438628331000586,84.353,2.040457000441748,88.42,1.723322235909754
82.958,12.616474095574803,67.643,2.589437703059366,62.744,1.5418148223856263,84.557,2.0759477910400905,88.653,1.7380460785257497
83.092,12.555843976771676,67.707,2.5974255506086563,62.757,1.541723791423331,84.775,2.114239783112177,88.86,1.7466129820090373
83.238,12.42771272628225,67.77,2.600673296108968,62.77,1.5415617686998275,84.954,2.1730767381824534,89.08,1.7719232515366001
83.39,11.915945279394668,67.84,2.602000698021482,62.782,1.5415451657324752,85.082,2.195620877844411,89.303,1.7944589965867634
83.44,11.802757837116058,67.937,2.6281273441031603,62.805,1.541846311171625,85.254,2.2333402969397893,89.508,1.8147350433720306
83.68,11.617599421481986,68.031,2.653351899523051,62.848,1.541069982708106,85.382,2.269670696717381,89.694,1.8203984031251452
83.782,11.491607872629318,68.114,2.6582682355541407,62.836,1.5419184492889315,85.572,2.325524353324144,89.91,1.8362041887202991
84.11,11.091994041336935,68.187,2.6630342555323807,62.839,1.5419281822277697,85.693,2.365615787224985,90.172,1.8651441194972194
84.45,11.099115234558225,68.31,2.6980049330179496,62.845,1.5423094878345325,85.85,2.4283290234462327,90.357,1.8898917852387798
84.728,10.587720832289026,68.452,2.7188973908435456,62.863,1.5418617693195558,85.987,2.4738606769870075,90.553,1.9101385981646757
84.918,9.860900530313272,68.575,2.7388636125848422,62.868,1.541012159937435,86.213,2.5480517117845607,90.777,1.9429008260973177
85.252,9.5110031832356,68.718,2.756836284479647,62.907,1.5405730553788062,86.416,2.5894485278836044,90.978,1.9691439087337586
85.309,9.331043425931345,68.823,2.76634526467096,63.011,1.5397234961404707,86.523,2.61561657948387,91.178,2.0151029965030007
85.336,9.340966675676048,68.897,2.7722744521507563,63.136,1.538221963851902,86.78,2.6663140204406006,91.414,2.05172222663692
85.405,9.211509349306098,69.009,2.7810846364757538,63.169,1.5371498310845624,87.056,2.7351532224679547,91.618,2.0886164414901147
85.596,8.867417696625132,69.124,2.7872937168804555,63.176,1.537319834744352,87.244,2.7427327954487764,91.827,2.1534060447854215
85.794,8.719483867865176,69.235,2.7916438596617583,63.176,1.5373759305184478,87.403,2.7521298069352156,92.037,2.2009569283521104
86.06,8.35694351096251,69.341,2.79959720928895,63.245,1.53742515754096,87.523,2.779513844048256,92.268,2.2627582905083243
86.362,7.665613787334538,69.429,2.798610010499897,63.338,1.537903695774935,87.704,2.7823878538928426,92.518,2.433586485148621
86.699,7.385908952287647,69.494,2.8067799749224775,63.446,1.541195361321013,87.988,2.796535528616329,92.715,2.6100589935824785
86.774,7.2153668695609765,69.603,2.811114788299366,63.478,1.5425281976593397,88.11,2.808497502005841,92.891,2.7178093633233855
86.989,6.920165317063434,69.677,2.814345827527762,63.634,1.5482852907268694,88.282,2.8189047968735084,93.108,2.772920614656391
87.247,5.910733625485437,69.791,2.8206026602578307,63.684,1.5476238406903349,88.396,2.8245900284203573,93.352,2.8153386457850447
87.446,6.005007915948838,69.89,2.8279704093268037,63.693,1.5507869557685978,88.594,2.824796837987222,93.536,2.8174746139035505
87.607,5.878252445097118,69.97,2.8289170399805896,63.695,1.5511506603440837,88.744,2.825090024528086,93.74,2.8223371554924794
87.716,5.853019518330697,70.071,2.830907175053946,63.684,1.5511225947358298,88.976,2.8284741379473104,93.903,2.8136533758121773
87.814,5.810155850392524,70.154,2.830629116470857,63.759,1.5519468222248975,89.133,2.8261289847836166,93.916,2.811388327922549
87.897,5.6470108303282185,70.276,2.832105242931314,63.786,1.551730881923305,89.213,2.830311513678285,,
88.203,5.266337017880088,70.325,2.8328835072916605,63.88,1.5534911154155053,89.353,2.828650567558236,,
88.37,4.759617919580594,70.406,2.834446209997162,63.921,1.552448590964437,89.545,2.8323930573551594,,
88.554,4.335061712284883,70.532,2.836657199277249,63.95,1.5527768089500114,89.64,2.8317900512115672,,
88.768,4.326808484793102,70.664,2.8380351560898873,63.992,1.552814041668512,89.828,2.8337445612494263,,
89.015,4.026686766025312,70.764,2.8398380819629296,64.029,1.5530414490357913,89.961,2.8334439489117584,,
89.107,4.0863083647438625,70.855,2.841394617603072,64.096,1.5532121493219535,90.2,2.838130715710341,,
89.318,4.210543968064212,70.998,2.843695852430611,64.189,1.554750803439481,90.351,2.836442966946291,,
89.611,3.6141795463852247,71.087,2.845498057673197,64.29,1.5552245657751995,90.451,2.8376857890326845,,
89.65,3.3861737463151655,71.131,2.8451869224291273,64.304,1.557621605701567,90.674,2.838276186304691,,
89.862,3.171656836058048,71.268,2.849150443891486,64.312,1.5572549286137274,90.878,2.8380698496586403,,
89.895,3.2167851732848134,71.351,2.8490487431154605,64.319,1.5567960180036835,90.988,2.8360680657440214,,
90.153,2.8202183178706575,71.464,2.8505919695597557,64.341,1.5569902374208282,91.203,2.837091148317947,,
90.225,2.7921327313223943,71.562,2.8508818703458045,64.375,1.557172427118229,91.328,2.836362021789273,,
90.535,2.725880769388732,71.689,2.8491632326474927,64.375,1.556094207087287,91.517,2.8372140920692233,,
90.661,2.7218652500401306,71.778,2.85075336339967,64.383,1.5558805173077617,91.664,2.8365427794588216,,
90.922,2.604036493219675,71.94,2.8497630951552706,64.421,1.555923484253509,91.841,2.8362634273672995,,
91.031,2.421175170150917,72.029,2.8512576511982104,64.434,1.5566264355016586,92.071,2.8337701195863163,,
91.303,2.147269904674218,72.164,2.8515908046445646,64.461,1.556009418398844,92.204,2.831156031550472,,
91.574,2.170769879573558,72.307,2.8513660625122244,64.521,1.5559148908575906,92.305,2.8315971659999803,,
91.793,1.9013091202280719,72.408,2.85133378267908,64.614,1.5571798751570953,92.454,2.8290849558847837,,
92.043,1.8544685242208772,72.533,2.852673133876851,64.669,1.557009143828114,92.556,2.8259580515295055,,
92.134,1.792597446067316,72.6,2.8513538814371486,64.778,1.5551586852699586,92.839,2.8261046525610056,,
92.313,1.5878696244778496,72.684,2.852601261061122,64.792,1.5549954170490594,92.973,2.820543062391553,,
92.427,1.5303341751355675,72.791,2.8522285010040607,64.91,1.5549604720797987,93.151,2.8168379955794705,,
92.717,1.4326852861873305,72.901,2.851508581627735,64.952,1.5553093514138028,93.24,2.809448706635652,,
92.967,1.3900289970625608,72.974,2.850897705380632,65.036,1.5538434082883696,93.355,2.808364397646366,,
93.194,1.3747363652159834,73.101,2.8512326801339896,65.25,1.5580312600489805,93.432,2.8090347904602337,,
93.485,1.3735074369941884,73.208,2.851883764885997,65.404,1.560077928170361,93.569,2.808718128937355,,
93.621,1.3247777788975554,73.288,2.8519026460429218,65.457,1.5577510900205396,93.665,2.808198474240092,,
93.759,1.3252477338179602,73.399,2.851729061867357,65.55,1.5587440196536022,93.767,2.802148957910572,,
93.798,1.3236236257234963,73.471,2.85193370862921,65.671,1.5594986305608813,93.834,2.8001944116110793,,
93.805,1.3246162164918331,73.573,2.850403170829395,65.763,1.5608606633220574,93.875,2.799831106404011,,
93.801,1.3241950260313615,73.66,2.851831994060956,65.837,1.5610973230373104,93.869,2.799711423651914,,
93.801,1.3248979594197805,73.746,2.851201618608704,65.945,1.5592172957283055,93.87,2.798799548993503,,
93.8,1.3251422907085413,73.847,2.849698540581676,66.041,1.5577075465354766,93.867,2.7996391283166076,,
93.797,1.3250850341775702,73.925,2.8492296125090606,66.185,1.5602016970131047,93.869,2.7985389340149167,,
93.8,1.3249263039780288,74.042,2.8499823386190486,66.311,1.563508189488735,93.872,2.7994441144352065,,
93.806,1.324655898376551,74.122,2.849604754110092,66.408,1.5662930231982812,93.877,2.7991245629742396,,
93.65,1.3274474147355761,74.266,2.8490804103689413,66.479,1.5645707286628578,,,,
93.351,1.3479807963038268,74.371,2.8477778304028676,66.537,1.5663658153473534,,,,
,,74.49,2.8487893170707226,66.594,1.5652957379060268,,,,
,,74.642,2.8475683535421323,66.664,1.56652916869227,,,,
,,74.761,2.8471420990888587,66.72,1.5675310959753972,,,,
,,74.863,2.8453202655277634,66.84,1.5654802895616258,,,,
,,75.0,2.8463639030743195,66.914,1.5670198092533099,,,,
,,75.132,2.844429501350919,67.056,1.5666248885892458,,,,
,,75.247,2.8439613024572,67.215,1.5711368101888865,,,,
,,75.345,2.843054159432427,67.359,1.5732082158369365,,,,
,,75.489,2.842517198351291,67.456,1.5757884316886361,,,,
,,75.604,2.8405539397820605,67.549,1.5741955423658738,,,,
,,75.671,2.841980251312279,67.675,1.5744076915327838,,,,
,,75.8,2.8405977686225325,67.776,1.575985687421553,,,,
,,75.927,2.8395300759880344,67.881,1.575837745454527,,,,
,,76.055,2.838502611204606,67.967,1.57838501051138,,,,
,,76.219,2.8332382693207165,68.173,1.5786740481337092,,,,
,,76.315,2.8304751819371603,68.272,1.5777920365933114,,,,
,,76.474,2.827489201852211,68.314,1.5830008948238088,,,,
,,76.544,2.8256058483467683,68.481,1.5788386407147386,,,,
,,76.708,2.828415125622459,68.568,1.5789917645455092,,,,
,,76.811,2.821296562419704,68.706,1.5785289553561,,,,
,,76.968,2.82568005991439,68.923,1.577209974403368,,,,
,,77.165,2.819931890163923,69.065,1.5862213513469272,,,,
,,77.279,2.8218043847191496,69.222,1.5813369301991826,,,,
,,77.406,2.8216669369661616,69.33,1.590238123862818,,,,
,,77.533,2.818128885941809,69.444,1.5890360552946845,,,,
,,77.641,2.815755120870807,69.586,1.5890171210936643,,,,
,,77.781,2.8122460502003777,69.704,1.5973319659794611,,,,
,,77.844,2.809936178071317,69.858,1.602104579316972,,,,
,,77.957,2.808326107510723,70.038,1.6059123985409087,,,,
,,78.102,2.806665721308397,70.207,1.6107908482756954,,,,
,,78.237,2.806638981192498,70.417,1.611743120571316,,,,
,,78.371,2.8038211324678826,70.529,1.6159800312605994,,,,
,,78.464,2.8019715403881293,70.584,1.6196127361519956,,,,
,,78.625,2.7991494707995117,70.565,1.623016182426025,,,,
,,78.795,2.7939115934069236,70.732,1.6156192643264773,,,,
,,78.986,2.79082464610253,70.825,1.6174880788266592,,,,
,,79.083,2.786124970023252,71.002,1.631974681521433,,,,
,,79.209,2.785869979525603,71.057,1.630526564204871,,,,
,,79.335,2.7812740136710574,71.286,1.6347245877610816,,,,
,,79.435,2.7810967759873164,71.378,1.6394202975858037,,,,
,,79.545,2.7797092761476163,71.52,1.644492067602286,,,,
,,79.696,2.7779207167618067,71.617,1.647586440167342,,,,
,,79.971,2.7711878527297755,71.693,1.6543272433840115,,,,
,,80.1,2.770061271627134,71.734,1.65586270129497,,,,
,,80.306,2.765751469303885,71.774,1.6567168035776831,,,,
,,80.426,2.765591347639301,71.842,1.6602181682615083,,,,
,,80.553,2.7582537727215537,71.901,1.66892596529718,,,,
,,80.715,2.755648046070894,71.947,1.6710591136079642,,,,
,,80.852,2.7564361557357726,72.151,1.6863537766876733,,,,
,,80.996,2.7564058432685554,72.25,1.6913108535470827,,,,
,,81.094,2.756752620554772,72.367,1.6911880657482186,,,,
,,81.209,2.7528268603912665,72.416,1.6920089701628114,,,,
,,81.347,2.7550394035294063,72.441,1.693664709017574,,,,
,,81.421,2.7520358580537705,72.472,1.6935390252409435,,,,
,,81.551,2.7504200042764495,72.642,1.6947647614238264,,,,
,,81.671,2.749027295664334,72.785,1.7056218363331908,,,,
,,81.752,2.750141818669394,72.851,1.7109116277651792,,,,
,,81.864,2.748906695643984,72.913,1.711495551273336,,,,
,,82.01,2.747355321074585,73.014,1.7151292709305408,,,,
,,82.125,2.7461997440471606,73.068,1.731426473430966,,,,
,,82.278,2.7441977858348907,73.125,1.7377953515247242,,,,
,,82.367,2.743106606518148,73.192,1.739302068109751,,,,
,,82.532,2.7407463183181733,73.26,1.7398682694095897,,,,
,,82.681,2.738796376271142,73.393,1.7474226969362092,,,,
,,82.83,2.739631091254995,73.582,1.7670066873390566,,,,
,,82.971,2.738964770334394,73.694,1.7687653673760166,,,,
,,83.109,2.7362464039128556,73.805,1.771720156420693,,,,
,,83.263,2.735454825747732,73.806,1.7720077304091972,,,,
,,83.349,2.736505020956591,73.84,1.773162693881801,,,,
,,83.533,2.7371870102474274,73.934,1.7784169369318987,,,,
,,83.654,2.734385304695988,74.071,1.789433062807919,,,,
,,83.749,2.7364190168025346,74.204,1.801650700459143,,,,
,,83.88,2.735329459993795,74.283,1.8030824913500112,,,,
,,84.024,2.734842539360315,74.354,1.8068394386540234,,,,
,,84.178,2.7378696277801255,74.423,1.807610844147129,,,,
,,84.234,2.7354578539154604,74.487,1.8138920739216189,,,,
,,84.366,2.7349945494193237,74.579,1.8252906052076896,,,,
,,84.496,2.7361107372513858,74.693,1.8373765238594615,,,,
,,84.686,2.7379344382492206,74.857,1.840847474302592,,,,
,,84.808,2.738082231108251,74.95,1.8500075493625332,,,,
,,84.968,2.7397025705952074,75.057,1.8615826749909388,,,,
,,85.11,2.7366219145011312,75.241,1.8742087354906887,,,,
,,85.219,2.738495329877202,75.371,1.8946933215561388,,,,
,,85.36,2.737125836220437,75.508,1.9171139205186392,,,,
,,85.483,2.736744865420431,75.555,1.926310646102405,,,,
,,85.61,2.7357425036654943,75.62,1.9290166930961163,,,,
,,85.828,2.7403022798975796,75.787,1.9424569870955337,,,,
,,86.006,2.747202007969926,75.877,1.9569696283715188,,,,
,,86.17,2.7541598134314627,75.911,1.9602603331256916,,,,
,,86.3,2.7540258474532777,76.019,1.986537572794066,,,,
,,86.493,2.7548248067578243,76.1,1.9955086589975195,,,,
,,86.653,2.7565858999776593,76.147,2.0093230858463103,,,,
,,86.734,2.7632266653254676,76.212,2.0126850505381784,,,,
,,86.906,2.761681489871651,76.282,2.0207305205727066,,,,
,,87.025,2.766858404989546,76.387,2.0269216321468404,,,,
,,87.249,2.799995139733258,76.421,2.049250892407085,,,,
,,87.401,2.810825448124595,76.471,2.055959214823946,,,,
,,87.553,2.85481481565042,76.633,2.0608497706335926,,,,
,,87.695,2.9579691188948827,76.68,2.0775353621610635,,,,
,,87.811,3.048359229818618,76.703,2.0791371388713147,,,,
,,87.898,3.1638057008003613,76.709,2.0796800916257667,,,,
,,88.058,3.3968062628274622,76.795,2.1109822705115304,,,,
,,88.203,3.7056736261762127,76.842,2.1183510402039163,,,,
,,88.361,4.232090085360585,76.917,2.138719134462363,,,,
,,88.48,4.389261273260923,77.02,2.1470414311691286,,,,
,,88.663,4.502914132242827,77.101,2.1502326278943658,,,,
,,88.812,4.550848624705549,77.165,2.1515825089360305,,,,
,,88.96,4.580641803988092,77.245,2.156027946669988,,,,
,,89.071,4.652366638210319,77.333,2.177362749589284,,,,
,,89.218,4.668585324814378,77.426,2.1836886908808792,,,,
,,89.328,4.678947609187654,77.458,2.2316186479078057,,,,
,,89.514,4.711979076258848,77.507,2.2444865183072267,,,,
,,89.654,4.719734657475385,77.616,2.2446261273019585,,,,
,,89.765,4.737271463507147,77.768,2.306912165552376,,,,
,,89.987,4.815826392320159,77.902,2.3675554862091817,,,,
,,90.186,4.95592225435812,77.943,2.383744677842634,,,,
,,90.285,5.008538038043364,77.997,2.385238210022487,,,,
,,90.446,5.264998619547265,78.09,2.3920485870075936,,,,
,,90.554,5.613783825424565,78.181,2.40514365809818,,,,
,,90.654,5.951466345772451,78.278,2.446326487328443,,,,
,,90.74,6.7602853247488115,78.375,2.474191403201644,,,,
,,90.848,9.056237163065328,78.494,2.4985120290792198,,,,
,,90.946,10.062164796239117,78.532,2.5499177672692013,,,,
,,91.119,10.516083149144247,78.57,2.549608046905817,,,,
,,91.217,10.737180290214855,78.65,2.5605945316711027,,,,
,,91.349,10.89616337667483,78.759,2.587214523908517,,,,
,,91.497,10.865847533945841,78.928,2.6105628537636507,,,,
,,91.658,10.893320919702502,79.071,2.6292962278933514,,,,
,,91.758,10.77985088562882,79.241,2.6995628824926654,,,,
,,91.874,10.696023547176225,79.266,2.702766811493248,,,,
,,92.07,10.592351506608907,79.343,2.7092166855451607,,,,
,,92.135,10.610244890386866,79.49,2.7152141831044134,,,,
,,92.196,10.639711626083967,79.758,2.7379653292920976,,,,
,,92.376,10.565661311669583,79.863,2.759029855473693,,,,
,,92.501,10.4890861564908,79.979,2.76059241695265,,,,
,,92.66,10.17338627183063,80.124,2.777131178201955,,,,
,,92.802,9.70863240802361,80.197,2.795711868482914,,,,
,,92.982,9.62978891976064,80.32,2.7999507898522866,,,,
,,93.086,9.492089764851976,80.373,2.803540401809113,,,,
,,93.174,9.442188867431863,80.478,2.8051300441641103,,,,
,,93.3,9.30355884295018,80.537,2.8060975013249676,,,,
,,93.46,9.355682290831771,80.687,2.807712867273915,,,,
,,93.586,9.1795081399287,80.759,2.8100218818497154,,,,
,,93.707,9.1500438923411,80.853,2.8119986383310276,,,,
,,93.783,9.042605435518887,81.007,2.8253588839123522,,,,
,,93.796,9.057942873623963,81.066,2.8275585534354177,,,,
,,93.791,9.069473343953774,81.084,2.827030513941287,,,,
,,93.798,9.060540212888622,81.175,2.8289961306340645,,,,
,,93.804,9.058222335076556,81.278,2.8336027739104366,,,,
,,93.793,9.060512617882354,81.376,2.832952268578481,,,,
,,93.789,9.059848931479296,81.398,2.835686476904834,,,,
,,93.792,9.05748795929535,81.495,2.8380655890417756,,,,
,,93.794,9.056179859938178,81.564,2.8373114737806957,,,,
,,93.792,9.057437020709115,81.591,2.83872660388453,,,,
,,93.794,9.059386200724179,81.749,2.8371094072443754,,,,
,,93.794,9.055828262052932,81.873,2.8382859249586856,,,,
,,93.791,9.058220920074245,81.935,2.8388623397679766,,,,
,,93.794,9.058849188722524,81.909,2.8400706112730942,,,,
,,93.791,9.062738709712699,81.937,2.8389761638237276,,,,
,,93.795,9.065433485390933,81.98,2.838973120391569,,,,
,,93.802,9.072264385236544,82.097,2.8400286097107,,,,
,,93.788,9.086481909874914,82.279,2.8396341644469345,,,,
,,93.791,9.094782072025772,82.435,2.8401120042012393,,,,
,,93.804,9.102262773276975,82.553,2.8420064286767968,,,,
,,93.79,9.101216748983685,82.615,2.8422255893169677,,,,
,,93.803,9.106318285784646,82.637,2.8404212363632837,,,,
,,93.791,9.10702852603429,82.691,2.8411091120070466,,,,
,,93.794,9.110355996671926,82.789,2.841555330388425,,,,
,,93.801,9.112877756064291,82.949,2.8427795891433107,,,,
,,93.803,9.120633850296302,83.006,2.8426736583503525,,,,
,,,,83.152,2.8417690072896704,,,,
,,,,83.258,2.8423278650829276,,,,
,,,,83.222,2.841884673776363,,,,
,,,,83.272,2.842292555534718,,,,
,,,,83.318,2.842140359901157,,,,
,,,,83.416,2.8422030643655374,,,,
,,,,83.473,2.8428142907288105,,,,
,,,,83.544,2.8424283149918126,,,,
,,,,83.606,2.8417653546743877,,,,
,,,,83.74,2.842352216530864,,,,
,,,,83.838,2.842573207241185,,,,
,,,,83.964,2.8423205596541776,,,,
,,,,84.052,2.8414201854620584,,,,
,,,,84.089,2.840332362076077,,,,
,,,,84.152,2.8424971082432338,,,,
,,,,84.201,2.8425178071427526,,,,
,,,,84.228,2.841890152731369,,,,
,,,,84.278,2.841432360644194,,,,
,,,,84.268,2.8419187650757096,,,,
,,,,84.356,2.84144818839176,,,,
,,,,84.528,2.840885702081036,,,,
,,,,84.686,2.841275301348759,,,,
,,,,84.728,2.840919182977777,,,,
,,,,84.79,2.842335779300339,,,,
,,,,84.865,2.8403469715215293,,,,
,,,,84.906,2.839223292020338,,,,
,,,,84.915,2.8387673854233926,,,,
,,,,84.912,2.8399433894133126,,,,
,,,,85.114,2.836862304483398,,,,
,,,,85.432,2.836410101956852,,,,
,,,,85.456,2.8357497702569474,,,,
,,,,85.559,2.834395700223422,,,,
,,,,85.649,2.8350012171373296,,,,
,,,,85.5,2.836874476963581,,,,
,,,,85.545,2.835739424214901,,,,
