,parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom
in_inst:0_usecol:1_direct_idx0:56.8,in_inst:0_usecol:1_direct_idx0:56.8,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:56.8,out_inst:0_usecol:2_direct_idx0:56.8,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:57.0,in_inst:0_usecol:1_direct_idx0:57.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:57.0,out_inst:0_usecol:2_direct_idx0:57.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:57.2,in_inst:0_usecol:1_direct_idx0:57.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:57.2,out_inst:0_usecol:2_direct_idx0:57.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:57.400000000000006,in_inst:0_usecol:1_direct_idx0:57.400000000000006,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:57.400000000000006,out_inst:0_usecol:2_direct_idx0:57.400000000000006,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:57.6,in_inst:0_usecol:1_direct_idx0:57.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:57.6,out_inst:0_usecol:2_direct_idx0:57.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:57.8,in_inst:0_usecol:1_direct_idx0:57.8,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:57.8,out_inst:0_usecol:2_direct_idx0:57.8,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:58.0,in_inst:0_usecol:1_direct_idx0:58.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:58.0,out_inst:0_usecol:2_direct_idx0:58.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:58.2,in_inst:0_usecol:1_direct_idx0:58.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:58.2,out_inst:0_usecol:2_direct_idx0:58.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:58.400000000000006,in_inst:0_usecol:1_direct_idx0:58.400000000000006,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:58.400000000000006,out_inst:0_usecol:2_direct_idx0:58.400000000000006,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:58.6,in_inst:0_usecol:1_direct_idx0:58.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:58.6,out_inst:0_usecol:2_direct_idx0:58.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:58.8,in_inst:0_usecol:1_direct_idx0:58.8,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:58.8,out_inst:0_usecol:2_direct_idx0:58.8,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:59.0,in_inst:0_usecol:1_direct_idx0:59.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:59.0,out_inst:0_usecol:2_direct_idx0:59.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:59.2,in_inst:0_usecol:1_direct_idx0:59.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:59.2,out_inst:0_usecol:2_direct_idx0:59.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:59.400000000000006,in_inst:0_usecol:1_direct_idx0:59.400000000000006,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:59.400000000000006,out_inst:0_usecol:2_direct_idx0:59.400000000000006,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:59.6,in_inst:0_usecol:1_direct_idx0:59.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:59.6,out_inst:0_usecol:2_direct_idx0:59.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:59.8,in_inst:0_usecol:1_direct_idx0:59.8,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:59.8,out_inst:0_usecol:2_direct_idx0:59.8,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:60.0,in_inst:0_usecol:1_direct_idx0:60.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:60.0,out_inst:0_usecol:2_direct_idx0:60.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:60.2,in_inst:0_usecol:1_direct_idx0:60.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:60.2,out_inst:0_usecol:2_direct_idx0:60.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:60.400000000000006,in_inst:0_usecol:1_direct_idx0:60.400000000000006,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:60.400000000000006,out_inst:0_usecol:2_direct_idx0:60.400000000000006,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:60.6,in_inst:0_usecol:1_direct_idx0:60.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:60.6,out_inst:0_usecol:2_direct_idx0:60.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:60.8,in_inst:0_usecol:1_direct_idx0:60.8,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:60.8,out_inst:0_usecol:2_direct_idx0:60.8,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:61.0,in_inst:0_usecol:1_direct_idx0:61.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:61.0,out_inst:0_usecol:2_direct_idx0:61.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:61.2,in_inst:0_usecol:1_direct_idx0:61.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:61.2,out_inst:0_usecol:2_direct_idx0:61.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:61.400000000000006,in_inst:0_usecol:1_direct_idx0:61.400000000000006,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:61.400000000000006,out_inst:0_usecol:2_direct_idx0:61.400000000000006,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:61.6,in_inst:0_usecol:1_direct_idx0:61.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:61.6,out_inst:0_usecol:2_direct_idx0:61.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:61.8,in_inst:0_usecol:1_direct_idx0:61.8,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:61.8,out_inst:0_usecol:2_direct_idx0:61.8,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:62.0,in_inst:0_usecol:1_direct_idx0:62.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:62.0,out_inst:0_usecol:2_direct_idx0:62.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:62.2,in_inst:0_usecol:1_direct_idx0:62.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:62.2,out_inst:0_usecol:2_direct_idx0:62.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:62.400000000000006,in_inst:0_usecol:1_direct_idx0:62.400000000000006,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:62.400000000000006,out_inst:0_usecol:2_direct_idx0:62.400000000000006,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:62.6,in_inst:0_usecol:1_direct_idx0:62.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:62.6,out_inst:0_usecol:2_direct_idx0:62.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:62.8,in_inst:0_usecol:1_direct_idx0:62.8,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:62.8,out_inst:0_usecol:2_direct_idx0:62.8,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:63.0,in_inst:0_usecol:1_direct_idx0:63.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:63.0,out_inst:0_usecol:2_direct_idx0:63.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:63.2,in_inst:0_usecol:1_direct_idx0:63.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:63.2,out_inst:0_usecol:2_direct_idx0:63.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:63.400000000000006,in_inst:0_usecol:1_direct_idx0:63.400000000000006,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:63.400000000000006,out_inst:0_usecol:2_direct_idx0:63.400000000000006,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:63.6,in_inst:0_usecol:1_direct_idx0:63.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:63.6,out_inst:0_usecol:2_direct_idx0:63.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:63.8,in_inst:0_usecol:1_direct_idx0:63.8,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:63.8,out_inst:0_usecol:2_direct_idx0:63.8,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:64.0,in_inst:0_usecol:1_direct_idx0:64.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:64.0,out_inst:0_usecol:2_direct_idx0:64.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:64.2,in_inst:0_usecol:1_direct_idx0:64.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:64.2,out_inst:0_usecol:2_direct_idx0:64.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:64.4,in_inst:0_usecol:1_direct_idx0:64.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:64.4,out_inst:0_usecol:2_direct_idx0:64.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:64.6,in_inst:0_usecol:1_direct_idx0:64.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:64.6,out_inst:0_usecol:2_direct_idx0:64.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:64.8,in_inst:0_usecol:1_direct_idx0:64.8,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:64.8,out_inst:0_usecol:2_direct_idx0:64.8,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:65.0,in_inst:0_usecol:1_direct_idx0:65.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:65.0,out_inst:0_usecol:2_direct_idx0:65.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:65.2,in_inst:0_usecol:1_direct_idx0:65.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:65.2,out_inst:0_usecol:2_direct_idx0:65.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:65.4,in_inst:0_usecol:1_direct_idx0:65.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:65.4,out_inst:0_usecol:2_direct_idx0:65.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:65.6,in_inst:0_usecol:1_direct_idx0:65.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:65.6,out_inst:0_usecol:2_direct_idx0:65.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:65.8,in_inst:0_usecol:1_direct_idx0:65.8,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:65.8,out_inst:0_usecol:2_direct_idx0:65.8,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:66.0,in_inst:0_usecol:1_direct_idx0:66.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:66.0,out_inst:0_usecol:2_direct_idx0:66.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:66.2,in_inst:0_usecol:1_direct_idx0:66.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:66.2,out_inst:0_usecol:2_direct_idx0:66.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:66.4,in_inst:0_usecol:1_direct_idx0:66.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:66.4,out_inst:0_usecol:2_direct_idx0:66.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:66.6,in_inst:0_usecol:1_direct_idx0:66.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:66.6,out_inst:0_usecol:2_direct_idx0:66.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:66.8,in_inst:0_usecol:1_direct_idx0:66.8,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:66.8,out_inst:0_usecol:2_direct_idx0:66.8,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:67.0,in_inst:0_usecol:1_direct_idx0:67.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:67.0,out_inst:0_usecol:2_direct_idx0:67.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:67.2,in_inst:0_usecol:1_direct_idx0:67.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:67.2,out_inst:0_usecol:2_direct_idx0:67.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:67.4,in_inst:0_usecol:1_direct_idx0:67.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:67.4,out_inst:0_usecol:2_direct_idx0:67.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:67.6,in_inst:0_usecol:1_direct_idx0:67.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:67.6,out_inst:0_usecol:2_direct_idx0:67.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:67.8,in_inst:0_usecol:1_direct_idx0:67.8,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:67.8,out_inst:0_usecol:2_direct_idx0:67.8,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:68.0,in_inst:0_usecol:1_direct_idx0:68.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:68.0,out_inst:0_usecol:2_direct_idx0:68.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:68.2,in_inst:0_usecol:1_direct_idx0:68.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:68.2,out_inst:0_usecol:2_direct_idx0:68.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:68.4,in_inst:0_usecol:1_direct_idx0:68.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:68.4,out_inst:0_usecol:2_direct_idx0:68.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:68.6,in_inst:0_usecol:1_direct_idx0:68.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:68.6,out_inst:0_usecol:2_direct_idx0:68.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:68.8,in_inst:0_usecol:1_direct_idx0:68.8,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:68.8,out_inst:0_usecol:2_direct_idx0:68.8,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:69.0,in_inst:0_usecol:1_direct_idx0:69.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:69.0,out_inst:0_usecol:2_direct_idx0:69.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:69.2,in_inst:0_usecol:1_direct_idx0:69.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:69.2,out_inst:0_usecol:2_direct_idx0:69.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:69.4,in_inst:0_usecol:1_direct_idx0:69.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:69.4,out_inst:0_usecol:2_direct_idx0:69.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:69.6,in_inst:0_usecol:1_direct_idx0:69.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:69.6,out_inst:0_usecol:2_direct_idx0:69.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:69.8,in_inst:0_usecol:1_direct_idx0:69.8,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:69.8,out_inst:0_usecol:2_direct_idx0:69.8,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:70.0,in_inst:0_usecol:1_direct_idx0:70.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:70.0,out_inst:0_usecol:2_direct_idx0:70.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:70.2,in_inst:0_usecol:1_direct_idx0:70.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:70.2,out_inst:0_usecol:2_direct_idx0:70.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:70.4,in_inst:0_usecol:1_direct_idx0:70.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:70.4,out_inst:0_usecol:2_direct_idx0:70.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:70.6,in_inst:0_usecol:1_direct_idx0:70.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:70.6,out_inst:0_usecol:2_direct_idx0:70.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:70.8,in_inst:0_usecol:1_direct_idx0:70.8,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:70.8,out_inst:0_usecol:2_direct_idx0:70.8,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:71.0,in_inst:0_usecol:1_direct_idx0:71.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:71.0,out_inst:0_usecol:2_direct_idx0:71.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:71.2,in_inst:0_usecol:1_direct_idx0:71.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:71.2,out_inst:0_usecol:2_direct_idx0:71.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:71.4,in_inst:0_usecol:1_direct_idx0:71.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:71.4,out_inst:0_usecol:2_direct_idx0:71.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:71.6,in_inst:0_usecol:1_direct_idx0:71.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:71.6,out_inst:0_usecol:2_direct_idx0:71.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:71.8,in_inst:0_usecol:1_direct_idx0:71.8,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:71.8,out_inst:0_usecol:2_direct_idx0:71.8,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:72.0,in_inst:0_usecol:1_direct_idx0:72.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:72.0,out_inst:0_usecol:2_direct_idx0:72.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:72.2,in_inst:0_usecol:1_direct_idx0:72.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:72.2,out_inst:0_usecol:2_direct_idx0:72.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:72.4,in_inst:0_usecol:1_direct_idx0:72.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:72.4,out_inst:0_usecol:2_direct_idx0:72.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:72.6,in_inst:0_usecol:1_direct_idx0:72.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:72.6,out_inst:0_usecol:2_direct_idx0:72.6,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:72.80000000000001,in_inst:0_usecol:1_direct_idx0:72.80000000000001,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:72.80000000000001,out_inst:0_usecol:2_direct_idx0:72.80000000000001,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:73.0,in_inst:0_usecol:1_direct_idx0:73.0,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:73.0,out_inst:0_usecol:2_direct_idx0:73.0,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:73.2,in_inst:0_usecol:1_direct_idx0:73.2,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:73.2,out_inst:0_usecol:2_direct_idx0:73.2,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:73.4,in_inst:0_usecol:1_direct_idx0:73.4,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
out_inst:0_usecol:2_direct_idx0:73.4,out_inst:0_usecol:2_direct_idx0:73.4,log,factor,,1e-08,100000000.0,out_flows,1.0,0.0,1
in_inst:0_usecol:1_direct_idx0:73.6,in_inst:0_usecol:1_direct_idx0:73.6,log,factor,0.0,1e-08,100000000.0,in_flows,1.0,0.0,1
