Depth [L],t = 0.02,t = 0.2,t = 0.5,t = 1.0,t = 1.5,t = 2.0,t = 3.0,t = 6.0
18.75,387.59519342577966,39.17862541406656,0.859340220193209,0.0014769237933332517,2.5382916179969e-06,4.356228471807541e-09,-3.8761309941354953e-11,-8.939625077958642e-13
21.25,387.59519342577966,39.17862541406649,0.8593402201932077,0.0014769237933332487,2.538291617996895e-06,4.35622847180753e-09,-3.876132308105964e-11,-8.939649838360355e-13
23.75,387.59519342577966,39.17862541406649,0.8593402201932077,0.0014769237933332487,2.538291617996895e-06,4.35622847180753e-09,-3.876132308105964e-11,-8.939649838360355e-13
26.25,387.59519342577966,39.17862541406649,0.8593402201932077,0.0014769237933332487,2.538291617996895e-06,4.35622847180753e-09,-3.876132308105964e-11,-8.939649838360355e-13
28.75,387.59519342577966,39.17862541406649,0.8593402201932077,0.0014769237933332487,2.538291617996895e-06,4.35622847180753e-09,-3.876132308105964e-11,-8.939649838360355e-13
31.25,387.59519342577966,39.17862541406649,0.8593402201932077,0.0014769237933332487,2.538291617996895e-06,4.35622847180753e-09,-3.876132308105964e-11,-8.939649838360355e-13
33.75,387.59519342577966,39.17862541406649,0.8593402201932077,0.0014769237933332487,2.538291617996895e-06,4.35622847180753e-09,-3.876132308105964e-11,-8.939649838360355e-13
36.25,387.59519342577966,39.17862541406649,0.8593402201932077,0.0014769237933332487,2.538291617996895e-06,4.35622847180753e-09,-3.876132308105964e-11,-8.939649838360355e-13
38.75,387.59519342577966,39.17862541406649,0.8593402201932077,0.0014769237933332487,2.538291617996895e-06,4.35622847180753e-09,-3.876132308105964e-11,-8.939649838360355e-13
41.25,387.59519342577966,39.17862541406649,0.8593402201932077,0.0014769237933332487,2.538291617996895e-06,4.35622847180753e-09,-3.876132308105964e-11,-8.939649838360355e-13
43.75,387.59519342577966,39.17862541406649,0.8593402201932077,0.0014769237933332487,2.538291617996895e-06,4.35622847180753e-09,-3.876132308105964e-11,-8.939649838360355e-13
46.25,387.59519342577966,39.17862541406649,0.8593402201932077,0.0014769237933332487,2.538291617996895e-06,4.35622847180753e-09,-3.876132308105964e-11,-8.939649838360355e-13
48.75,387.59519342577966,39.17862541406649,0.8593402201932077,0.0014769237933332487,2.538291617996895e-06,4.35622847180753e-09,-3.876132308105964e-11,-8.939649838360355e-13
51.25,387.59519342577966,39.17862541406649,0.8593402201932077,0.0014769237933332487,2.538291617996895e-06,4.35622847180753e-09,-3.876132308105964e-11,-8.939649838360355e-13
53.75,387.59519342577966,39.17862541406649,0.8593402201932077,0.0014769237933332487,2.538291617996895e-06,4.35622847180753e-09,-3.876132308105964e-11,-8.939649838360355e-13
56.25,387.59519342577966,39.17862541406649,0.8593402201932077,0.0014769237933332487,2.538291617996895e-06,4.35622847180753e-09,-3.876132308105964e-11,-8.939649838360355e-13
58.75,387.59519342577966,39.17862541406649,0.8593402201932077,0.0014769237933332487,2.538291617996895e-06,4.35622847180753e-09,-3.876132308105964e-11,-8.939649838360355e-13
61.25,387.59519342577966,39.17862541406649,0.8593402201932077,0.0014769237933332487,2.538291617996895e-06,4.35622847180753e-09,-3.876132308105964e-11,-8.939649838360355e-13
63.75,387.59519342577966,39.17862541406649,0.8593402201932077,0.0014769237933332487,2.538291617996895e-06,4.35622847180753e-09,-3.876132308105964e-11,-8.939649838360355e-13
66.25,387.59519342577966,39.17862541406649,0.8593402201932077,0.0014769237933332487,2.538291617996895e-06,4.35622847180753e-09,-3.876132308105964e-11,-8.939649838360355e-13
68.75,387.59519342577966,39.17862541406649,0.8593402201932077,0.0014769237933332487,2.538291617996895e-06,4.35622847180753e-09,-3.876132308105964e-11,-8.939649838360355e-13
71.25,387.59519342577966,39.17862541406656,0.859340220193209,0.0014769237933332517,2.5382916179969e-06,4.356228471807541e-09,-3.8761309941354953e-11,-8.939625077958642e-13
