iteration,_is_super,_lambda,_scale_factor,in_inst:0_usecol:1_direct_idx0:18.75,out_inst:0_usecol:2_direct_idx0:18.75,in_inst:0_usecol:1_direct_idx0:21.25,out_inst:0_usecol:2_direct_idx0:21.25,in_inst:0_usecol:1_direct_idx0:23.75,out_inst:0_usecol:2_direct_idx0:23.75,in_inst:0_usecol:1_direct_idx0:26.25,out_inst:0_usecol:2_direct_idx0:26.25,in_inst:0_usecol:1_direct_idx0:28.75,out_inst:0_usecol:2_direct_idx0:28.75,in_inst:0_usecol:1_direct_idx0:31.25,out_inst:0_usecol:2_direct_idx0:31.25,in_inst:0_usecol:1_direct_idx0:33.75,out_inst:0_usecol:2_direct_idx0:33.75,in_inst:0_usecol:1_direct_idx0:36.25,out_inst:0_usecol:2_direct_idx0:36.25,in_inst:0_usecol:1_direct_idx0:38.75,out_inst:0_usecol:2_direct_idx0:38.75,in_inst:0_usecol:1_direct_idx0:41.25,out_inst:0_usecol:2_direct_idx0:41.25,in_inst:0_usecol:1_direct_idx0:43.75,out_inst:0_usecol:2_direct_idx0:43.75,in_inst:0_usecol:1_direct_idx0:46.25,out_inst:0_usecol:2_direct_idx0:46.25,in_inst:0_usecol:1_direct_idx0:48.75,out_inst:0_usecol:2_direct_idx0:48.75,in_inst:0_usecol:1_direct_idx0:51.25,out_inst:0_usecol:2_direct_idx0:51.25,in_inst:0_usecol:1_direct_idx0:53.75,out_inst:0_usecol:2_direct_idx0:53.75,in_inst:0_usecol:1_direct_idx0:56.25,out_inst:0_usecol:2_direct_idx0:56.25,in_inst:0_usecol:1_direct_idx0:58.75,out_inst:0_usecol:2_direct_idx0:58.75,in_inst:0_usecol:1_direct_idx0:61.25,out_inst:0_usecol:2_direct_idx0:61.25,in_inst:0_usecol:1_direct_idx0:63.75,out_inst:0_usecol:2_direct_idx0:63.75,in_inst:0_usecol:1_direct_idx0:66.25,out_inst:0_usecol:2_direct_idx0:66.25,in_inst:0_usecol:1_direct_idx0:68.75,out_inst:0_usecol:2_direct_idx0:68.75,in_inst:0_usecol:1_direct_idx0:71.25,out_inst:0_usecol:2_direct_idx0:71.25,tot_inst:0_usecol:1_direct,p_inst:0_usecol:1_direct_idx0:boreholedepth,p_inst:0_usecol:1_direct_idx0:spatialdiscretizationofgrid,p_inst:0_usecol:1_direct_idx0:constantboreholecross-sectionalarea,p_inst:0_usecol:1_direct_idx0:dispersivity,p_inst:0_usecol:1_direct_idx0:diffusioncoefficient,p_inst:0_usecol:1_direct_idx0:tracerconcentrationofwaterinflow,p_inst:0_usecol:1_direct_idx0:watertemperature,p_inst:0_usecol:1_direct_idx0:alphamin,p_inst:0_usecol:1_direct_idx0:alphamax,p_inst:0_usecol:1_direct_idx0:flowmin,p_inst:0_usecol:1_direct_idx0:flowmax
2,0,0.1,1,0.846493,0.304674,1.61997,0.288664,1.28986,0.290226,1.09345,0.311443,0.93143,0.355603,0.758827,0.427411,0.579051,0.541205,5.32777,0.738178,0.574546,0.617637,0.446798,0.558458,0.414958,0.589314,0.367928,0.692302,0.362374,0.848699,2.71705,1.09658,0.310264,0.850391,0.256727,0.643756,0.267887,0.534678,0.264518,0.488272,0.248676,0.467302,0.224195,0.439935,0.202971,0.389548,0.414261,0.34273,0.794213,,,,1.98586,1e-09,,,,,,
2,0,0.1,0.75,0.781622,0.331181,1.51401,0.317305,1.21367,0.319196,1.02947,0.337567,0.88125,0.374258,0.731358,0.431498,0.585397,0.519004,4.85144,0.705941,0.607527,0.606881,0.466422,0.555904,0.426092,0.577297,0.379915,0.652545,0.37186,0.76109,2.47995,0.92621,0.332103,0.762639,0.274697,0.615502,0.27857,0.53238,0.272386,0.494561,0.25706,0.476103,0.235023,0.452957,0.215625,0.411914,0.419347,0.373093,0.800165,71.25,2.5,0.0314159,1.91998,1e-09,0,28.5,0.2,1.5,0,2
2,0,1,1,0.836603,0.336369,1.62351,0.325741,1.29903,0.328551,1.10373,0.341364,0.940668,0.363602,0.764201,0.398633,0.577547,0.471162,5.29044,0.691538,0.581825,0.626498,0.454146,0.596508,0.42065,0.624852,0.371972,0.685176,0.360481,0.754811,2.68938,0.892828,0.308341,0.733473,0.252873,0.609138,0.261306,0.537731,0.259009,0.499102,0.245656,0.473841,0.223387,0.445617,0.203854,0.405732,0.432689,0.373538,0.794877,,,,2.07512,1e-09,,,,,,
2,0,1,0.75,0.774763,0.356698,1.51649,0.347406,1.22014,0.350315,1.03671,0.361609,0.887797,0.380554,0.735239,0.40952,0.584257,0.467764,4.82593,0.672218,0.613291,0.613399,0.472163,0.584076,0.430467,0.603215,0.383042,0.647501,0.370402,0.697026,2.46099,0.793879,0.330558,0.682564,0.271599,0.590507,0.273421,0.534658,0.268121,0.502765,0.254715,0.481091,0.234388,0.457338,0.216328,0.424683,0.433261,0.397973,0.800667,71.25,2.5,0.0314159,1.98435,1e-09,0,28.5,0.2,1.5,0,2
2,0,10,1,0.715013,0.381461,1.57568,0.376066,1.27037,0.380648,1.07868,0.388563,0.917673,0.398287,0.748753,0.40907,0.58697,0.434678,4.91371,0.662448,0.627297,0.62016,0.482983,0.594937,0.432031,0.600546,0.383392,0.616905,0.367241,0.626915,2.46189,0.664503,0.330033,0.611167,0.268945,0.567024,0.262317,0.533921,0.25564,0.508698,0.244855,0.488178,0.228805,0.469112,0.214426,0.449786,0.442507,0.435761,0.798112,,,,2.04722,1e-09,,,,,,
2,0,10,0.75,0.688675,0.391991,1.48286,0.386929,1.19989,0.3912,1.01902,0.398494,0.871471,0.407468,0.724064,0.417536,0.591392,0.440327,4.56582,0.650896,0.648899,0.608739,0.494475,0.582922,0.439173,0.58553,0.391829,0.598484,0.375599,0.606425,2.30315,0.636138,0.34785,0.595285,0.284445,0.559615,0.274214,0.531814,0.265501,0.509998,0.254092,0.491968,0.238639,0.475306,0.224689,0.458817,0.440614,0.446724,0.80311,71.25,2.5,0.0314159,1.96431,1e-09,0,28.5,0.2,1.5,0,2
2,0,100,1,0.633477,0.41515,1.37751,0.411576,1.11323,0.415686,0.938887,0.421881,0.801186,0.429273,0.678984,0.437495,0.596296,0.452121,4.0657,0.63103,0.68986,0.588,0.514402,0.560127,0.448278,0.555621,0.404617,0.560772,0.388995,0.563847,1.98314,0.57801,0.384228,0.562052,0.316029,0.54359,0.295189,0.526421,0.280899,0.51125,0.268161,0.498074,0.25505,0.48647,0.243563,0.476738,0.438958,0.469651,0.816455,,,,1.78396,1e-09,,,,,,
2,0,100,0.75,0.628894,0.417679,1.34066,0.414019,1.08676,0.417907,0.918273,0.423856,0.787112,0.43102,0.67285,0.439111,0.598425,0.453514,3.96107,0.627603,0.696856,0.584906,0.518409,0.557149,0.451503,0.552362,0.407988,0.557158,0.392165,0.560069,1.95832,0.572967,0.389866,0.559033,0.321031,0.542178,0.299603,0.526201,0.284942,0.511915,0.272023,0.499428,0.258887,0.488436,0.247219,0.479286,0.43796,0.472536,0.816913,71.25,2.5,0.0314159,1.77164,1e-09,0,28.5,0.2,1.5,0,2
2,0,1000,1,0.61728,0.424096,1.26037,0.420271,1.02694,0.423646,0.870307,0.428997,0.75324,0.435594,0.657224,0.443357,0.6032,0.457157,3.73237,0.619001,0.71475,0.577168,0.528429,0.549698,0.4594,0.544182,0.416251,0.548061,0.399833,0.550538,1.88117,0.560565,0.403979,0.55155,0.333715,0.538642,0.310739,0.525613,0.295109,0.513524,0.281737,0.502759,0.268592,0.493312,0.256517,0.485655,0.435476,0.479777,0.823518,,,,1.73917,1e-09,,,,,,
2,0,1000,0.75,0.616795,0.424411,1.25422,0.420562,1.02295,0.423895,0.867493,0.429207,0.751514,0.435771,0.656611,0.443517,0.603614,0.457297,3.71493,0.618609,0.715628,0.576806,0.528975,0.549351,0.459878,0.543811,0.416755,0.547659,0.400332,0.550124,1.88231,0.559948,0.404802,0.551181,0.334413,0.538472,0.311363,0.525595,0.295686,0.513622,0.282288,0.502947,0.269129,0.49358,0.257017,0.485994,0.435352,0.480157,0.822208,71.25,2.5,0.0314159,1.73817,1e-09,0,28.5,0.2,1.5,0,2
