Depth [L],t = 0.0,t = 0.08,t = 0.12,t = 0.8,t = 1.92,t = 2.83
1e+30,1e+30,1e+30,1e+30,1e+30,1e+30,1e+30
1.0,-105.26025641025649,23.67090904284578,53.05628902740665,74.76254922984566,34.6203245282893,18.881159994364197
1.0,77.82225641025661,24.287660642944616,20.985057016715245,48.85986867864085,28.82169676157781,16.874003144044593
1.0,38.68157142857126,33.562427032899905,29.697790079916558,40.49173932165576,28.615281998069918,17.71638529011595
1.0,6.34344984802442,14.973249025297036,16.161727487426447,30.828313596649537,27.36218692523113,18.126913889095036
1.0,5.918178723404253,9.297839947084071,11.518947690545815,29.625727859277504,29.17487780857789,20.217579572872097
1.0,0.9610500000000002,7.890655698641922,10.675309210379055,31.397236387280884,32.2186067416994,23.1041148080958
1.0,2.541709183673447,9.854676966199463,12.693184402541192,34.12638437044836,35.68368716179424,26.36853884160317
1.0,-0.619387755102025,3.536431249982229,5.698179078400813,27.99175756683428,34.312488998938704,26.994771612247405
1.0,0.4649579831932442,1.7548318794223405,2.6794525444903456,21.94139677825217,32.18248924781523,27.099213018045447
1.0,4.5457013574661005,1.6941723987492878,1.48658680057531,15.88258328778636,29.196082622287463,26.545104462217523
1.0,0.6691902834007806,0.6577307240719392,0.2168649265156546,10.268544453298887,25.638615398332433,25.43506539466125
1.0,2.5395789473684545,-0.39599548253647754,-0.6874066583519607,6.576720979967263,22.605781191317362,24.4278666792963
1.0,-6.008000000000038,-1.9201413524530153,-1.3443409177165222,4.763160140399577,20.356631108733097,23.718356561662972
1.0,-1.9120930232558067,0.637432687102887,1.3385798732676903,6.2881440452721336,20.23817466527362,24.26739519900684
1.0,2.94419828641378,1.1931913175667432,1.228537087193331,4.753838152476533,17.712283285091416,22.96922629460005
1.0,2.8299780701753434,1.4780883365826867,1.1217294486515357,3.2956340472595684,15.086894666856665,21.350072732806098
1.0,2.0988690476191323,1.132391190705107,0.9470596674923399,2.5884184344898813,13.026663435136811,19.912577811562755
1.0,-1.8442857142857747,0.433035675564156,0.7487920627224867,2.6382937718983612,11.667424282226989,18.81019727520436
1.0,-1.3432456140351405,0.3563179886233456,0.7317425943459739,2.9254943079622535,10.65000374713702,17.814185339050823
1.0,2.6832456140351724,0.5064914397399889,0.5326128529654852,2.7986174808299893,9.429889603102424,16.5174748299126
1.0,0.042056737588609394,-0.1236715348522921,0.07488387270291241,2.4849354838203226,8.185066526705555,15.07288827126149
1.0,-6.607591328783542,-0.8279844438171722,-0.26414163873812413,2.1103900674409033,7.006827925594507,13.577282435627126
1.0,4.3921237384817005,-0.024725981356823468,-0.08783594742260448,1.46141776676086,5.678221116570512,11.871528631825072
1.0,0.04796369824168778,0.4539190006122453,0.10954330834817938,0.5933905932527068,4.219214732746877,9.990471258980733
1.0,1.9887804878048883,0.4000088491053475,0.06703130328162388,-0.1422579492056002,2.9293962392505364,8.21803765090067
1.0,-0.25,-0.22750290453325306,-0.26092094346074646,-0.5943634947340115,1.9372610293359003,6.696635418346091
1.0,-3.6888571428571595,-0.8321953463106411,-0.5986735578288744,-0.8340595280468506,1.1710006707138518,5.386699001388251
1.0,1.362515679442481,-0.6801607371982072,-0.7334330928919144,-1.0886671160195647,0.4135235073691774,4.106821278204961
1.0,-0.3916585365853962,-0.6737943281474372,-0.8912003969536499,-1.3766277467400414,-0.357775438411295,2.842582800154446
1.0,1.4880000000000564,-0.6946723248012177,-0.6872482376735434,-1.080427053420408,-0.5652130812155747,2.1312359647876065
1.0,-6.993157894736896,-1.008102479706963,-0.44942624757436533,-0.8754822604699939,-0.845602108929711,1.389831509232181
1.0,-0.7186068111454915,-0.20134190923636197,-0.1417732321327776,-1.6045188912545427,-1.9954926415858836,-0.1300081806690514
1.0,9.26755417956656,0.9775366892046122,0.01921219625546655,-3.2386575405823805,-3.9804712937766453,-2.4064388649882176
1.0,0.44118727050192774,1.0315357885763206,0.21682746074316128,-4.3385651114205075,-5.420393986468071,-4.143285172540345
1.000000000000007,-2.5327545219638523,0.8686544478865699,0.34577022839380334,-4.607776027268869,-6.0102959881965035,-5.0434520081277014
1.0,10.691162393162358,0.5919834447546464,-0.15883182238860627,-4.616278165762992,-6.263871103894189,-5.586496732033879
1.0,-5.233003663003728,-0.31716845996618304,-0.21218419659282972,-3.085207153960937,-4.95915926548264,-4.614080981338702
1.0,-6.671774891774817,-0.5255645957614661,0.2338486400618649,-0.7054242980950676,-2.741783776907141,-2.7372469471551995
1.0,2.767012987013004,-0.03573018368535941,0.2590629475157584,0.8844562162170178,-1.1438988727522883,-1.4128285318744247
1.0,4.221868131868064,-0.3144251472895121,-0.29334769178160514,1.7788241785375476,-0.07868574814506246,-0.5618900401614155
1.0,-7.187859272510536,-0.9155765644820804,-0.20819883124465832,3.4294967110662355,1.777918413691964,1.0700174998719376
1.0,-7.602438717787436,-2.2292660257235184,-1.156049724638251,3.7403543922855533,2.449398149335593,1.6089852807359648
1.0,1.34031081081082,-2.3647797272852813,-1.7705460117831535,3.327177820766906,2.4618578857283637,1.556115214710644
1.0,-3.9910789473684645,-2.169611115761768,-1.9317939672735065,2.289073887063637,1.8513742843549608,0.9480110980678091
1.0,-2.1959210526315474,-1.8489450725110146,-1.8357357084386194,0.6037115048876558,0.5434373061852966,-0.2837599014343368
1.0,-0.31358695652170354,-1.423441678378481,-1.7760097448065153,-1.9046998825205037,-1.6622693214460469,-2.3267591175416555
1.0,0.43472332015801385,-1.4696598968253056,-2.2712742510370845,-5.497996226111468,-5.016381427260399,-5.416103966665446
