name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
IN_INST:0_USECOL:1_DIRECT_IDX0:29.0,-0.30103,4,-8.30103,7.69897,0.0998151,2.38626,-4.6727,4.87233
OUT_INST:0_USECOL:2_DIRECT_IDX0:29.0,-0.30103,4,-8.30103,7.69897,-0.628288,3.97659,-8.58146,7.32489
IN_INST:0_USECOL:1_DIRECT_IDX0:30.0,-0.30103,4,-8.30103,7.69897,1.19245,0.54217,0.108114,2.27679
OUT_INST:0_USECOL:2_DIRECT_IDX0:30.0,-0.30103,4,-8.30103,7.69897,-0.908841,3.99743,-8.90371,7.08603
IN_INST:0_USECOL:1_DIRECT_IDX0:31.0,-0.30103,4,-8.30103,7.69897,-0.103163,2.39339,-4.88995,4.68362
OUT_INST:0_USECOL:2_DIRECT_IDX0:31.0,-0.30103,4,-8.30103,7.69897,-0.898295,3.9957,-8.8897,7.09311
IN_INST:0_USECOL:1_DIRECT_IDX0:32.0,-0.30103,4,-8.30103,7.69897,0.568448,0.716184,-0.86392,2.00082
OUT_INST:0_USECOL:2_DIRECT_IDX0:32.0,-0.30103,4,-8.30103,7.69897,-0.878624,3.99468,-8.86798,7.11073
IN_INST:0_USECOL:1_DIRECT_IDX0:33.0,-0.30103,4,-8.30103,7.69897,0.204381,1.25494,-2.3055,2.71426
OUT_INST:0_USECOL:2_DIRECT_IDX0:33.0,-0.30103,4,-8.30103,7.69897,-0.874502,3.9939,-8.86229,7.11329
IN_INST:0_USECOL:1_DIRECT_IDX0:34.0,-0.30103,4,-8.30103,7.69897,0.332334,0.920503,-1.50867,2.17334
OUT_INST:0_USECOL:2_DIRECT_IDX0:34.0,-0.30103,4,-8.30103,7.69897,-0.849367,3.99291,-8.83519,7.13646
IN_INST:0_USECOL:1_DIRECT_IDX0:35.0,-0.30103,4,-8.30103,7.69897,0.374016,0.872036,-1.37006,2.11809
OUT_INST:0_USECOL:2_DIRECT_IDX0:35.0,-0.30103,4,-8.30103,7.69897,-0.817758,3.99191,-8.80157,7.16606
IN_INST:0_USECOL:1_DIRECT_IDX0:36.0,-0.30103,4,-8.30103,7.69897,0.215337,1.0913,-1.96726,2.39794
OUT_INST:0_USECOL:2_DIRECT_IDX0:36.0,-0.30103,4,-8.30103,7.69897,-0.789329,3.99137,-8.77207,7.19341
IN_INST:0_USECOL:1_DIRECT_IDX0:37.0,-0.30103,4,-8.30103,7.69897,-0.422177,3.11199,-6.64616,5.80181
OUT_INST:0_USECOL:2_DIRECT_IDX0:37.0,-0.30103,4,-8.30103,7.69897,-0.791412,3.99287,-8.77716,7.19433
IN_INST:0_USECOL:1_DIRECT_IDX0:38.0,-0.30103,4,-8.30103,7.69897,-0.424029,2.91007,-6.24417,5.39612
OUT_INST:0_USECOL:2_DIRECT_IDX0:38.0,-0.30103,4,-8.30103,7.69897,-0.770954,3.99304,-8.75704,7.21513
IN_INST:0_USECOL:1_DIRECT_IDX0:39.0,-0.30103,4,-8.30103,7.69897,-0.45563,3.01334,-6.48231,5.57105
OUT_INST:0_USECOL:2_DIRECT_IDX0:39.0,-0.30103,4,-8.30103,7.69897,-0.739277,3.99266,-8.7246,7.24605
IN_INST:0_USECOL:1_DIRECT_IDX0:40.0,-0.30103,4,-8.30103,7.69897,-0.439164,2.98195,-6.40306,5.52473
OUT_INST:0_USECOL:2_DIRECT_IDX0:40.0,-0.30103,4,-8.30103,7.69897,-0.70541,3.99228,-8.68998,7.27916
