Depth [L],t = 0.0,t = 0.08,t = 0.12,t = 0.8,t = 1.92,t = 2.83
49.46,674.9566666666667,671.309395726851,669.8995290414975,643.4208022176442,577.8046647905513,489.2731121176074
50.46,674.9987234042553,671.1857241919987,669.9744129142005,645.9057377014645,585.9897313172569,504.3460003888689
51.46,668.3911320754718,670.3577397481815,669.7102712754623,648.0161277689054,592.9965592428514,517.923282824496
52.46,672.7832558139535,670.3330137668247,669.6224353280397,649.4775455356663,598.6747803594219,529.7948114563211
53.46,672.8312195121952,670.786932767437,669.7319786363879,650.070936128919,602.8939950921688,539.7852827153018
54.46,674.82,671.1869416165423,669.7990099396695,649.9286781797134,605.8233913314193,548.0033203662025
55.46,674.57,670.959438712009,669.5380889962088,649.3343146849794,607.7606523607552,554.6999557845486
56.46,670.8811428571429,670.1272433656984,668.9394154383799,648.5002551569326,608.9316530314691,560.0866547859368
57.46,672.2436585365854,669.4470826285002,668.205982345488,647.411588040913,609.3451765388382,564.1934760641418
58.46,671.852,668.7732883003528,667.3147819485343,646.034960294173,608.987401100427,567.0360588642963
59.46,673.34,668.0786159755515,666.6275337108608,644.9545332407525,608.4221880192114,569.1672948290839
60.46,666.3468421052631,667.0705134958446,666.1781074632864,644.0790509802825,607.5765859102817,570.557126338316
61.46,665.6282352941176,666.8691715866082,666.0363342311537,642.474532089028,605.5810932686958,570.427118157647
62.46,674.8957894736842,667.8467082758128,666.0555464274091,639.2358745484456,601.6006219749191,568.0206792926588
63.46,675.3369767441861,668.8782440643892,666.2723738881523,634.8973094370251,596.1802279884511,563.8773941201184
64.46000000000001,672.8042222222223,669.7468985122757,666.6181441165461,630.2895334097562,590.1699320002546,558.8339421119907
65.46000000000001,683.4953846153846,670.3388819570304,666.4593122941575,625.6732552439933,583.9060608963604,553.2474453799568
66.46000000000001,678.2623809523809,670.0217134970642,666.2471280975647,622.5880480900323,578.9469016308777,548.6333643986181
67.46000000000001,671.5906060606061,669.4961489013027,666.4809767376265,621.8826237919372,576.2051178539706,545.8961174514629
68.46000000000001,674.3576190476191,669.4604187176174,666.7400396851423,622.7670800081543,575.0612189812183,544.4832889195885
69.46000000000001,678.5794871794872,669.1459935703278,666.4466919933607,624.5459041866918,574.9825332330732,543.9213988794271
70.46000000000001,671.3916279069766,668.2304170058458,666.238493162116,627.975400897758,576.7604516467652,544.991416379299
71.46000000000001,663.7891891891892,666.0011509801222,665.0824434374778,631.7157552900436,579.2098497961008,546.600401660035
72.46000000000001,665.1295,663.636371252837,663.3118974256946,635.0429331108105,581.6717076818292,548.1565168747456
73.46000000000001,661.1384210526315,661.4667601370752,661.3801034584211,637.3320069978741,583.5230819661841,549.1045279728135
74.46000000000001,658.9425,659.6178150645642,659.5443677499825,637.9357185027618,584.0665192723694,548.8207680713791
75.46000000000001,658.6289130434783,658.1943733861857,657.768358005176,636.0310186202413,582.4042499509234,546.4940089538375
76.46000000000001,659.0636363636363,656.7247134893604,655.4970837541389,630.5330223941298,577.387868523663,541.077904987172
77.46000000000001,660.7085714285714,653.8413591474463,651.5589085467914,620.1727780551098,567.728091832889,531.3939765058293
78.46000000000001,654.43,645.6139069539003,642.4619530996097,601.7185558033555,550.4059219792125,514.6413839951078
79.46000000000001,631.569090909091,629.1001795369073,624.8064294667203,572.1151118301323,522.6658793105518,488.2692752939748
80.46000000000001,605.6051724137931,598.3264876148737,590.6603457035209,524.97328863003,478.8104591611867,446.97479451550583
81.46000000000001,582.5028124999999,537.4649598771975,524.2998463270109,450.3115266691401,409.9469432630927,382.4719561286983
82.46000000000001,532.6043902439026,476.83840956909347,460.91633866145844,387.2160103939446,351.9548003090824,328.25934636031326
83.46000000000001,401.6877777777777,406.8905640387102,407.5760109668577,380.1180813044215,340.4004428585585,317.503722817803
84.46000000000001,230.7537837837838,227.09526538680115,225.69680894611994,218.8544019142545,216.49594965669485,211.12156952617644
85.46000000000001,105.05428571428571,115.84570212368301,120.65954972251292,167.16293094415755,187.0506248959322,188.29263590351175
86.46000000000001,106.76540540540549,100.73474866436304,98.04730113969131,73.75777240530414,67.92577531349252,68.90018470127315
87.46000000000001,5.202000000000013,7.189479899103821,8.1019002683912,18.178692881808143,25.50567694620337,29.14634905237044
88.46000000000001,0.34,0.4193912883761868,0.4684860896720688,1.9184841100681003,5.2380096575301724,7.992856973668011
