name,prior_mean,prior_stdev,prior_lower_bound,prior_upper_bound,post_mean,post_stdev,post_lower_bound,post_upper_bound
IN_INST:0_USECOL:1_DIRECT_IDX0:29.0,-0.30103,4,-8.30103,7.69897,0.0198673,2.40513,-4.79039,4.83012
OUT_INST:0_USECOL:2_DIRECT_IDX0:29.0,-0.30103,4,-8.30103,7.69897,-0.62539,3.99336,-8.61212,7.36134
IN_INST:0_USECOL:1_DIRECT_IDX0:30.0,-0.30103,4,-8.30103,7.69897,1.17629,0.53641,0.103467,2.24911
OUT_INST:0_USECOL:2_DIRECT_IDX0:30.0,-0.30103,4,-8.30103,7.69897,-0.918017,3.99945,-8.91692,7.08089
IN_INST:0_USECOL:1_DIRECT_IDX0:31.0,-0.30103,4,-8.30103,7.69897,-0.140141,2.26274,-4.66563,4.38535
OUT_INST:0_USECOL:2_DIRECT_IDX0:31.0,-0.30103,4,-8.30103,7.69897,-0.911378,3.99914,-8.90967,7.08691
IN_INST:0_USECOL:1_DIRECT_IDX0:32.0,-0.30103,4,-8.30103,7.69897,0.569708,0.675135,-0.780562,1.91998
OUT_INST:0_USECOL:2_DIRECT_IDX0:32.0,-0.30103,4,-8.30103,7.69897,-0.893385,3.9989,-8.89118,7.10441
IN_INST:0_USECOL:1_DIRECT_IDX0:33.0,-0.30103,4,-8.30103,7.69897,0.204289,1.1169,-2.02952,2.4381
OUT_INST:0_USECOL:2_DIRECT_IDX0:33.0,-0.30103,4,-8.30103,7.69897,-0.889408,3.99874,-8.88688,7.10807
IN_INST:0_USECOL:1_DIRECT_IDX0:34.0,-0.30103,4,-8.30103,7.69897,0.368362,0.792534,-1.21671,1.95343
OUT_INST:0_USECOL:2_DIRECT_IDX0:34.0,-0.30103,4,-8.30103,7.69897,-0.865017,3.99851,-8.86203,7.132
IN_INST:0_USECOL:1_DIRECT_IDX0:35.0,-0.30103,4,-8.30103,7.69897,0.410125,0.770286,-1.13045,1.9507
OUT_INST:0_USECOL:2_DIRECT_IDX0:35.0,-0.30103,4,-8.30103,7.69897,-0.834536,3.99827,-8.83108,7.16201
IN_INST:0_USECOL:1_DIRECT_IDX0:36.0,-0.30103,4,-8.30103,7.69897,0.248468,0.963494,-1.67852,2.17546
OUT_INST:0_USECOL:2_DIRECT_IDX0:36.0,-0.30103,4,-8.30103,7.69897,-0.807518,3.99815,-8.80382,7.18879
IN_INST:0_USECOL:1_DIRECT_IDX0:37.0,-0.30103,4,-8.30103,7.69897,-0.42687,3.01119,-6.44925,5.59551
OUT_INST:0_USECOL:2_DIRECT_IDX0:37.0,-0.30103,4,-8.30103,7.69897,-0.810073,3.99848,-8.80703,7.18688
IN_INST:0_USECOL:1_DIRECT_IDX0:38.0,-0.30103,4,-8.30103,7.69897,-0.427797,2.82228,-6.07235,5.21675
OUT_INST:0_USECOL:2_DIRECT_IDX0:38.0,-0.30103,4,-8.30103,7.69897,-0.790894,3.99852,-8.78793,7.20614
IN_INST:0_USECOL:1_DIRECT_IDX0:39.0,-0.30103,4,-8.30103,7.69897,-0.457223,2.92932,-6.31587,5.40142
OUT_INST:0_USECOL:2_DIRECT_IDX0:39.0,-0.30103,4,-8.30103,7.69897,-0.76084,3.99844,-8.75772,7.23604
IN_INST:0_USECOL:1_DIRECT_IDX0:40.0,-0.30103,4,-8.30103,7.69897,-0.437099,2.88793,-6.21296,5.33876
OUT_INST:0_USECOL:2_DIRECT_IDX0:40.0,-0.30103,4,-8.30103,7.69897,-0.728468,3.99835,-8.72517,7.26824
IN_INST:0_USECOL:1_DIRECT_IDX0:41.0,-0.30103,4,-8.30103,7.69897,-0.331967,2.53117,-5.39431,4.73038
OUT_INST:0_USECOL:2_DIRECT_IDX0:41.0,-0.30103,4,-8.30103,7.69897,-0.68882,3.99821,-8.68524,7.3076
IN_INST:0_USECOL:1_DIRECT_IDX0:42.0,-0.30103,4,-8.30103,7.69897,-0.264648,2.36212,-4.98889,4.4596
OUT_INST:0_USECOL:2_DIRECT_IDX0:42.0,-0.30103,4,-8.30103,7.69897,-0.651301,3.99811,-8.64753,7.34493
IN_INST:0_USECOL:1_DIRECT_IDX0:43.0,-0.30103,4,-8.30103,7.69897,-0.164185,1.94751,-4.0592,3.73083
OUT_INST:0_USECOL:2_DIRECT_IDX0:43.0,-0.30103,4,-8.30103,7.69897,-0.599048,3.99788,-8.59481,7.39672
IN_INST:0_USECOL:1_DIRECT_IDX0:44.0,-0.30103,4,-8.30103,7.69897,-0.41253,2.89456,-6.20165,5.37659
OUT_INST:0_USECOL:2_DIRECT_IDX0:44.0,-0.30103,4,-8.30103,7.69897,-0.547217,3.99762,-8.54246,7.44803
IN_INST:0_USECOL:1_DIRECT_IDX0:45.0,-0.30103,4,-8.30103,7.69897,-0.454284,2.97191,-6.39811,5.48954
OUT_INST:0_USECOL:2_DIRECT_IDX0:45.0,-0.30103,4,-8.30103,7.69897,-0.508667,3.99749,-8.50364,7.4863
IN_INST:0_USECOL:1_DIRECT_IDX0:46.0,-0.30103,4,-8.30103,7.69897,-0.416131,2.82286,-6.06185,5.22959
OUT_INST:0_USECOL:2_DIRECT_IDX0:46.0,-0.30103,4,-8.30103,7.69897,-0.476017,3.9974,-8.47082,7.51878
IN_INST:0_USECOL:1_DIRECT_IDX0:47.0,-0.30103,4,-8.30103,7.69897,-0.397902,2.76415,-5.9262,5.13039
OUT_INST:0_USECOL:2_DIRECT_IDX0:47.0,-0.30103,4,-8.30103,7.69897,-0.448495,3.99737,-8.44324,7.54625
IN_INST:0_USECOL:1_DIRECT_IDX0:48.0,-0.30103,4,-8.30103,7.69897,-0.420177,2.81036,-6.0409,5.20054
OUT_INST:0_USECOL:2_DIRECT_IDX0:48.0,-0.30103,4,-8.30103,7.69897,-0.414837,3.99726,-8.40936,7.57968
IN_INST:0_USECOL:1_DIRECT_IDX0:49.0,-0.30103,4,-8.30103,7.69897,-0.509323,3.09206,-6.69344,5.6748
OUT_INST:0_USECOL:2_DIRECT_IDX0:49.0,-0.30103,4,-8.30103,7.69897,-0.382175,3.99713,-8.37643,7.61208
IN_INST:0_USECOL:1_DIRECT_IDX0:50.0,-0.30103,4,-8.30103,7.69897,-0.561885,3.21102,-6.98392,5.86015
OUT_INST:0_USECOL:2_DIRECT_IDX0:50.0,-0.30103,4,-8.30103,7.69897,-0.364223,3.99715,-8.35853,7.63009
IN_INST:0_USECOL:1_DIRECT_IDX0:51.0,-0.30103,4,-8.30103,7.69897,-0.584065,3.2278,-7.03966,5.87153
OUT_INST:0_USECOL:2_DIRECT_IDX0:51.0,-0.30103,4,-8.30103,7.69897,-0.346027,3.99714,-8.34031,7.64826
IN_INST:0_USECOL:1_DIRECT_IDX0:52.0,-0.30103,4,-8.30103,7.69897,-0.63943,3.38,-7.39943,6.12057
OUT_INST:0_USECOL:2_DIRECT_IDX0:52.0,-0.30103,4,-8.30103,7.69897,-0.305032,3.99673,-8.29849,7.68843
IN_INST:0_USECOL:1_DIRECT_IDX0:53.0,-0.30103,4,-8.30103,7.69897,-0.669831,3.46532,-7.60048,6.26082
OUT_INST:0_USECOL:2_DIRECT_IDX0:53.0,-0.30103,4,-8.30103,7.69897,-0.300713,3.99679,-8.2943,7.69288
IN_INST:0_USECOL:1_DIRECT_IDX0:54.0,-0.30103,4,-8.30103,7.69897,-0.620179,3.32788,-7.27594,6.03558
OUT_INST:0_USECOL:2_DIRECT_IDX0:54.0,-0.30103,4,-8.30103,7.69897,-0.288676,3.99668,-8.28204,7.70468
IN_INST:0_USECOL:1_DIRECT_IDX0:55.0,-0.30103,4,-8.30103,7.69897,-0.57101,3.20552,-6.98205,5.84003
OUT_INST:0_USECOL:2_DIRECT_IDX0:55.0,-0.30103,4,-8.30103,7.69897,-0.285564,3.99668,-8.27893,7.7078
IN_INST:0_USECOL:1_DIRECT_IDX0:56.0,-0.30103,4,-8.30103,7.69897,-0.539798,3.12866,-6.79711,5.71752
OUT_INST:0_USECOL:2_DIRECT_IDX0:56.0,-0.30103,4,-8.30103,7.69897,-0.280024,3.99662,-8.27327,7.71322
IN_INST:0_USECOL:1_DIRECT_IDX0:57.0,-0.30103,4,-8.30103,7.69897,-0.540715,3.16137,-6.86346,5.78203
OUT_INST:0_USECOL:2_DIRECT_IDX0:57.0,-0.30103,4,-8.30103,7.69897,-0.265588,3.99639,-8.25836,7.72719
IN_INST:0_USECOL:1_DIRECT_IDX0:58.0,-0.30103,4,-8.30103,7.69897,-0.526443,3.1534,-6.83324,5.78036
OUT_INST:0_USECOL:2_DIRECT_IDX0:58.0,-0.30103,4,-8.30103,7.69897,-0.265873,3.9964,-8.25868,7.72693
IN_INST:0_USECOL:1_DIRECT_IDX0:59.0,-0.30103,4,-8.30103,7.69897,-0.4501,2.90099,-6.25207,5.35187
OUT_INST:0_USECOL:2_DIRECT_IDX0:59.0,-0.30103,4,-8.30103,7.69897,-0.264533,3.99639,-8.25732,7.72825
IN_INST:0_USECOL:1_DIRECT_IDX0:60.0,-0.30103,4,-8.30103,7.69897,-0.43938,2.86046,-6.16031,5.28155
OUT_INST:0_USECOL:2_DIRECT_IDX0:60.0,-0.30103,4,-8.30103,7.69897,-0.270379,3.99652,-8.26343,7.72267
IN_INST:0_USECOL:1_DIRECT_IDX0:61.0,-0.30103,4,-8.30103,7.69897,-0.521789,3.15423,-6.83024,5.78666
OUT_INST:0_USECOL:2_DIRECT_IDX0:61.0,-0.30103,4,-8.30103,7.69897,-0.252567,3.99623,-8.24502,7.73989
